case,Pre Buyout Disclosure Declaration Date,date,amount,Unknown Amount,Other Consideration,tenants,address,zip,Supervisor District,neighborhood,lon,lat,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B163722,11/30/16,11/21/17,55719,,,1,1010 masonic Avenue,94117,5,Haight Ashbury,-122.44563864695888,37.771975496143334,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B180421,2/7/18,8/8/18,58000,,,4,1810 PAGE Street,94117,5,Haight Ashbury,-122.450638995826,37.7705525046297,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B180503,2/15/18,6/29/18,60000,,TRUE,1,75 carl Street,94117,5,Haight Ashbury,-122.44940501183419,37.765821567216086,100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B183216,11/19/18,2/7/19,60000,,,2,1264 Page Street,94117,5,Haight Ashbury,-122.44162737252599,37.77170431680374,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B180119,1/17/18,4/3/18,60000,,,1,1927 Page Street,94117,5,Haight Ashbury,-122.45252446938447,37.77020404668624,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B171352,5/22/17,10/16/18,60000,,,1,533 Clayton Street,94117,5,Haight Ashbury,-122.44878573382991,37.770412725800576,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B163456,11/1/16,12/22/16,64633,,TRUE,1,31 Beulah Street,94117,5,Haight Ashbury,-122.4507030519591,37.76756887498321,100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B170651,3/17/17,12/16/19,75000,,TRUE,1,1007 Haight Street,94117,5,Haight Ashbury,-122.43885576061946,37.77098889533816,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B191145,5/16/19,12/2/19,75000,,,3,548 Clayton Street,94117,5,Haight Ashbury,-122.44862008036174,37.77028698277105,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B153002,,10/26/15,76981,,,5,540 Waller Street,94117,5,Haight Ashbury,-122.43258969223422,37.77093941035847,100,26,7,11,3,9,5,11,15,"29,492",1,,,,26
B153003,,10/26/15,88293,,,4,542 Waller Street,94117,5,Haight Ashbury,-122.4326215323221,37.770935355929474,100,26,7,11,3,9,5,11,15,"29,492",1,,,,26
B162779,8/29/16,11/23/16,90000,,,2,484 Belvedere Street,94117,5,Haight Ashbury,-122.4481034275054,37.76362820815985,100,114,7,11,3,9,5,11,15,"29,492",1,,,,114
B182178,7/19/18,9/19/18,90000,,,1,203 Divisadero Street,94117,5,Haight Ashbury,-122.43696860036788,37.77036411729472,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B160285,2/2/16,8/9/16,90000,,TRUE,2,763 Page Street,94117,5,Haight Ashbury,-122.43330817256391,37.77264943653975,100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B190309,2/7/19,5/13/19,91500,,TRUE,2,924 Stanyan Street,94117,5,Haight Ashbury,-122.45284286086486,37.766145427710676,100,29,7,11,3,9,5,11,15,"29,492",1,,,,29
B161968,6/9/16,8/8/16,120000,,,3,1227 Page Street,94117,5,Haight Ashbury,-122.44100718083703,37.771671672774325,100,112,7,11,3,9,5,11,15,"29,492",1,,,,112
B181778,6/12/18,4/24/19,130000,,TRUE,2,1967 Oak Street,94117,5,Haight Ashbury,-122.45169441309919,37.77127213020909,100,25,7,11,3,9,5,11,15,"29,492",1,,,,25
B192061,8/19/19,1/2/20,130000,,TRUE,5,815 Oak Street,94117,5,Haight Ashbury,-122.4327391498495,37.773673583731515,100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B192470,10/2/19,1/2/20,142500,,,5,811 Oak Street,94117,5,Haight Ashbury,-122.43267615278147,37.773681548994006,100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B191916,,7/31/19,156000,,TRUE,1,811 Oak Street,94117,5,Haight Ashbury,-122.43267615278147,37.773681548994006,100,26,4,11,3,9,5,11,15,"29,492",1,,,,26
B162656,,8/15/16,5500,,,1,780 Hayes Street,94102,5,Hayes Valley,-122.42924584298153,37.7761458927964,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B151330,5/28/15,7/27/15,5500,,,2,257 Laguna Street,94102,5,Hayes Valley,-122.42572875196305,37.77339997425172,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B150590,3/16/15,3/18/15,6000,,,2,617 Broderick Street,94117,5,Hayes Valley,-122.43977249232341,37.77588055035596,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B162571,8/11/16,10/27/16,6000,,TRUE,1,1255 Grove Street,94117,5,Hayes Valley,-122.43723644844114,37.77597214182104,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B161296,4/6/16,5/6/16,8400,,,1,150 Page Street,94102,5,Hayes Valley,-122.42321601906698,37.774044410645,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B190799,4/17/19,6/3/19,10000,,,1,625 Scott Street,94117,5,Hayes Valley,-122.43625972458388,37.775444621183034,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B171089,4/21/17,4/21/17,10000,,,1,640 Octavia Street,94102,5,Hayes Valley,-122.42485735259514,37.77812776141052,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B190130,1/17/19,3/14/19,10000,,,1,355 Fulton Street,94102,5,Hayes Valley,-122.42261279737785,37.77879278413421,100,21,4,11,9,10,9,11,7,"28,852",1,,,1,21
B152516,9/15/15,2/9/16,10500,,,1,225 Waller Street,94102,5,Hayes Valley,-122.42739977088073,37.77148889755241,100,27,7,11,9,10,9,11,7,"28,852",1,,,,27
B190484,,2/28/19,11000,,,1,596 Page Street,94117,5,Hayes Valley,-122.4305726403095,37.77310873186932,100,26,4,11,9,10,9,11,7,"29,492",1,,,,26
B163186,10/3/16,1/11/17,12000,,TRUE,2,300 buchanan Street,94102,5,Hayes Valley,-122.42710650032049,37.77255335488871,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B162790,9/1/16,11/7/16,15000,,TRUE,1,115 Haight Street,94102,5,Hayes Valley,-122.42404875126614,37.77287145405231,100,27,4,11,9,10,9,11,7,"28,852",1,,,,27
B151545,6/23/15,9/23/15,15000,,,1,551 Page Street,94117,5,Hayes Valley,-122.42982755921054,37.773092260730195,100,26,4,11,9,10,9,11,7,"29,492",1,,,,26
B161417,4/22/16,7/14/16,15000,,TRUE,1,78 Buchanan Street,94102,8,Hayes Valley,-122.42667160248398,37.7704069040536,100,27,7,5,9,10,9,5,7,"28,852",1,,,,27
B160899,3/9/16,6/21/16,17250,,,1,437 OAK Street,94102,5,Hayes Valley,-122.42651302272877,37.77447055936772,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B183314,12/7/18,1/30/19,18000,,,4,1345 Grove Street,94117,5,Hayes Valley,-122.43874552241114,37.77578036607128,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B170731,3/20/17,1/24/19,19636,,,2,643 Webster Street,94117,5,Hayes Valley,-122.42978015894327,37.77660766218735,100,22,4,11,9,10,9,11,7,"29,492",1,,,,22
B161097,3/17/16,5/24/16,20000,,,2,628  Broderick Street,94117,5,Hayes Valley,-122.43965744229871,37.77600501513709,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B172543,10/10/17,12/28/17,20000,,TRUE,1,120 Haight Street,94102,5,Hayes Valley,-122.42417157578187,37.77296708555746,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B170535,3/2/17,4/25/17,21000,,,2,350 Laguna Street,94102,5,Hayes Valley,-122.42574202954793,37.77415993776034,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B182830,10/9/18,11/27/18,21210,,,1,145 Fell Street,94102,5,Hayes Valley,-122.42025080838926,37.776224613061984,100,21,4,11,9,10,9,11,7,"28,852",1,,,1,21
B151559,6/25/15,8/14/15,23000,,TRUE,3,207 Gough Street,94102,5,Hayes Valley,-122.42269358793529,37.775085568982675,100,22,4,11,9,10,9,11,7,"28,852",1,,,1,22
B190260,2/7/19,4/5/19,25000,,,1,207 Gough Street,94102,5,Hayes Valley,-122.42269358793529,37.775085568982675,100,22,4,11,9,10,9,11,7,"28,852",1,,,1,22
B171578,6/13/17,8/11/17,25000,,,2,230 Lily Street,94102,5,Hayes Valley,-122.42473023284451,37.77433059676158,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B190880,4/19/19,6/3/19,27000,,,1,400 Page Street,94102,5,Hayes Valley,-122.42743058050729,37.773508410995206,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B190738,3/29/19,5/20/19,27000,,,1,15 Hermann Street,94102,8,Hayes Valley,-122.42540811570925,37.770785016746885,100,27,7,5,9,10,9,5,7,"28,852",1,,,,27
B162783,8/30/16,5/10/17,28000,,,1,78 Buchanan Street,94102,8,Hayes Valley,-122.42667160248398,37.7704069040536,100,27,7,5,9,10,9,5,7,"28,852",1,,,,27
B170322,2/13/17,5/3/17,30000,,,1,500 Oak Street,94102,5,Hayes Valley,-122.42761951181447,37.77444143839259,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B161410,,4/22/16,30000,,,1,172 Haight Street,94102,5,Hayes Valley,-122.42504626743948,37.7728558181519,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B151478,3/27/15,6/12/15,32500,,,2,829 Fillmore Street,94117,5,Hayes Valley,-122.43152276016774,37.77703664323652,100,23,4,11,9,10,9,11,15,"29,492",1,,,,23
B191187,5/28/19,7/22/19,33000,,,1,566 Fell Street,94102,5,Hayes Valley,-122.42719085377952,37.77544633575406,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B180338,1/31/18,9/4/18,33000,,,1,1290 Grove Street,94117,5,Hayes Valley,-122.43783557704725,37.77600725848153,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B190480,3/4/19,4/30/19,33000,,TRUE,1,220 Hermann Street,94117,5,Hayes Valley,-122.42878697677686,37.77046829571104,100,28,7,11,9,10,9,11,7,"29,492",1,,,,28
B190128,1/16/19,2/6/19,33000,,,1,940 Hayes Street,94117,5,Hayes Valley,-122.43189756820013,37.775807367748186,100,23,4,11,9,10,9,11,15,"29,492",1,,,,23
B171002,4/13/17,6/20/18,34500,,TRUE,3,309 Oak Street,94102,5,Hayes Valley,-122.42432561542181,37.774751400737685,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B153129,11/12/15,2/19/16,35000,,,1,733 Fillmore Street,94117,5,Hayes Valley,-122.43134277177496,37.77614242020755,100,23,4,11,9,10,9,11,15,"29,492",1,,,,23
B180328,1/31/18,9/4/18,35000,,,1,1290 Grove Street,94117,5,Hayes Valley,-122.43783557704725,37.77600725848153,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B153477,12/24/15,3/30/16,37000,,,2,331 Octavia Street,94102,5,Hayes Valley,-122.42447169548633,37.77528289458173,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B191310,,6/11/19,37500,,TRUE,5,738 Hayes Street,94102,5,Hayes Valley,-122.42858501907259,37.7762302448355,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B162929,9/16/16,11/21/16,39757,,,1,422 Linden Street,94102,5,Hayes Valley,-122.42497540838377,37.776211347515996,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B180327,1/31/18,9/4/18,40000,,,1,1290 Grove Street,94117,5,Hayes Valley,-122.43783557704725,37.77600725848153,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B190972,5/2/19,7/9/19,40000,,,2,637 Fulton Street,94102,5,Hayes Valley,-122.42728819173654,37.778197057711104,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B180329,1/31/18,6/3/19,40182,,,2,1290 Grove Street,94117,5,Hayes Valley,-122.43783557704725,37.77600725848153,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B161707,,5/17/16,45000,,,4,38 Steiner Street,94117,8,Hayes Valley,-122.4315713592767,37.769599122539546,100,28,7,5,9,10,9,5,15,"29,492",1,,,,28
B190900,4/29/19,6/21/19,45000,,TRUE,1,635 Scott Street,94117,5,Hayes Valley,-122.4362778702618,37.775534007992015,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B161708,,5/17/16,45000,,,3,40 Steiner Street,94117,8,Hayes Valley,-122.43157423074587,37.76961337333374,100,28,7,5,9,10,9,5,15,"29,492",1,,,,28
B193323,12/27/19,1/13/20,46500,,,3,934 Oak Street,94117,5,Hayes Valley,-122.43471783671544,37.77353606120105,100,26,4,11,9,10,5,11,15,"29,492",1,,,,26
B170184,2/1/17,4/17/17,47484,,,4,1458 Hayes Street,94117,5,Hayes Valley,-122.44045450535945,37.774713835377945,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B160783,2/24/16,12/1/16,52333,,,2,20 Church Street,94117,8,Hayes Valley,-122.4292883519973,37.77016660113877,100,28,7,5,9,10,9,5,7,"29,492",1,,,,28
B171154,5/3/17,11/6/17,55000,,,1,1332 Grove Street,94117,5,Hayes Valley,-122.43857556771691,37.77591321790865,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B171365,,5/22/17,57500,,,1,566 FELL Street,94102,5,Hayes Valley,-122.42719085377952,37.77544633575406,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B172302,9/12/17,6/8/18,65000,,,2,109 Buchanan Street,94102,5,Hayes Valley,-122.42688245786174,37.770755926911924,100,27,7,11,9,10,9,11,7,"28,852",1,,,,27
B170733,3/20/17,9/7/18,70000,,,1,643 Webster Street,94117,5,Hayes Valley,-122.42978015894327,37.77660766218735,100,22,4,11,9,10,9,11,7,"29,492",1,,,,22
B171152,5/3/17,11/6/17,70000,,,1,1328 Grove Street,94117,5,Hayes Valley,-122.43851162248987,37.775921344481624,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B172530,10/4/17,2/16/18,70000,,,1,523 Pierce Street,94117,5,Hayes Valley,-122.43442139965758,37.77469892063108,100,23,4,11,9,10,5,11,15,"29,492",1,,,,23
B161706,,5/17/16,71500,,,4,34 Steiner Street,94117,8,Hayes Valley,-122.43156561634164,37.76957062095091,100,28,7,5,9,10,9,5,15,"29,492",1,,,,28
B163297,10/14/16,1/4/17,73000,,TRUE,3,36 Steiner Street,94117,8,Hayes Valley,-122.43156848780863,37.769584871745295,100,28,7,5,9,10,9,5,15,"29,492",1,,,,28
B192444,9/20/19,10/3/19,75326,,,2,522 haight Street,94117,5,Hayes Valley,-122.43085779170677,37.77211658437574,100,26,4,11,9,10,9,11,15,"29,492",1,,,,26
B191744,7/22/19,9/9/19,80000,,,4,566 Fell Street,94102,5,Hayes Valley,-122.42719085377952,37.77544633575406,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B170186,2/1/17,5/17/17,80000,,,4,1438 Grove Street,94117,5,Hayes Valley,-122.44032903116897,37.77569036142552,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B161873,6/2/16,6/2/16,81000,,TRUE,3,147 Fillmore Street,94117,5,Hayes Valley,-122.43027612170201,37.77084069146324,100,28,7,11,9,10,9,11,15,"29,492",1,,,,28
B163178,9/28/16,4/10/17,85000,,TRUE,2,114 Haight Street,94102,5,Hayes Valley,-122.42407064965275,37.77297992368653,100,26,4,11,9,10,9,11,7,"28,852",1,,,,26
B170631,3/13/17,5/31/19,100000,,,1,681 Fell Street,94102,5,Hayes Valley,-122.42903554867326,37.77510364481856,100,22,4,11,9,10,9,11,7,"28,852",1,,,,22
B170187,2/1/17,7/25/17,100384,,,4,1440 Grove Street,94117,5,Hayes Valley,-122.44036056074496,37.775686353897825,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B190388,2/21/19,5/17/19,110000,,TRUE,1,565 Page Street,94117,5,Hayes Valley,-122.43004765775832,37.773064261749894,100,26,4,11,9,10,9,11,7,"29,492",1,,,,26
B190566,3/18/19,6/10/19,130000,,TRUE,1,565 Page Street,94117,5,Hayes Valley,-122.43004765775832,37.773064261749894,100,26,4,11,9,10,9,11,7,"29,492",1,,,,26
B171153,5/3/17,11/13/17,150000,,,3,1330 Grove Street,94117,5,Hayes Valley,-122.43854359510514,37.77591728119946,100,24,7,11,9,10,5,11,15,"29,492",1,,,,24
B171849,7/17/17,9/6/17,1000,,,2,327 5th Avenue,94118,1,Inner Richmond,-122.46339376517395,37.782454817542046,100,5,8,4,11,11,6,2,11,54,1,,,,5
B151131,5/7/15,6/1/15,4000,,,1,455 9th Avenue,94118,1,Inner Richmond,-122.46749674281868,37.779821938844606,100,5,8,4,11,11,6,2,11,54,1,,,,5
B190585,3/28/19,5/6/19,5000,,,2,500 9th Avenue,94118,1,Inner Richmond,-122.4672941333888,37.778898128556406,100,5,8,4,11,11,6,2,11,54,1,,,,5
B180649,3/5/18,8/21/18,5000,,,2,327 5TH Avenue,94118,1,Inner Richmond,-122.46339376517395,37.782454817542046,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170130,1/18/17,5/10/17,6000,,,1,442 4th Avenue,94118,1,Inner Richmond,-122.4620241427924,37.780286093201966,100,5,8,4,11,11,6,2,11,54,1,,,,5
B192949,10/23/19,12/18/19,10000,,,2,686 3rd Avenue,94118,1,Inner Richmond,-122.46062457025135,37.77579543249298,100,5,8,4,11,11,6,2,11,54,1,,,,5
B162210,,6/30/16,12500,,,1,80 7th Avenue,94118,2,Inner Richmond,-122.46572881187336,37.78697183516833,100,4,8,6,11,11,6,1,11,54,1,,,,4
B171995,8/3/17,1/12/18,12600,,,2,327 5th Avenue,94118,1,Inner Richmond,-122.46339376517395,37.782454817542046,100,5,8,4,11,11,6,2,11,54,1,,,,5
B172059,8/9/17,4/22/19,13200,,,2,767 6th Avenue,94118,1,Inner Richmond,-122.4638740754984,37.77421377883499,100,5,8,4,11,11,6,2,11,54,1,,,,5
B182301,7/25/18,11/7/18,15000,,,1,827 Arguello Boulevard,94118,1,Inner Richmond,-122.45852451594448,37.77533664001898,100,5,8,4,11,11,6,2,11,54,1,,,,5
B172057,8/9/17,8/24/18,15000,,,1,759 6th Avenue,94118,1,Inner Richmond,-122.46388376838665,37.774347673392356,100,5,8,4,11,11,6,2,11,54,1,,,,5
B181746,6/5/18,8/2/18,15262,,,2,206 3rd Avenue,94118,1,Inner Richmond,-122.4612692240433,37.78480115079666,100,5,8,4,11,11,6,2,11,54,1,,,,5
B162726,8/24/16,6/30/17,16763,,,2,221 3rd Avenue,94118,1,Inner Richmond,-122.46139012097196,37.78454410864544,100,5,8,4,11,11,6,2,11,54,1,,,,5
B161213,3/28/16,8/20/19,17000,,,2,225 11th Avenue,94118,1,Inner Richmond,-122.46995429503816,37.7840877046275,100,5,8,4,11,11,6,2,11,54,1,,,,5
B172532,,10/5/17,17000,,,2,2850 Fulton Street,94118,1,Inner Richmond,-122.46218616527952,37.77388537798417,100,5,8,4,11,11,6,2,11,54,1,,,,5
B153248,11/20/15,5/4/17,17201,,,1,789 12th Avenue,94118,1,Inner Richmond,-122.47026202256923,37.77344639385391,100,5,8,4,11,11,6,2,11,54,1,,,,5
B191650,,7/5/19,20000,,,1,1718 Anza Street,94118,1,Inner Richmond,-122.46652126234996,37.7790439574543,100,5,8,4,11,11,6,2,11,54,1,,,,5
B161211,3/28/16,8/2/16,21614,,TRUE,2,225 11th Avenue,94118,1,Inner Richmond,-122.46995429503816,37.7840877046275,100,5,8,4,11,11,6,2,11,54,1,,,,5
B151983,7/30/15,10/1/15,24376,,TRUE,1,863 Arguello Boulevard,94118,1,Inner Richmond,-122.45849036603698,37.77484683487313,100,5,8,4,11,11,6,2,11,54,1,,,,5
B182648,9/19/18,1/18/19,25578,,,1,342 5th Avenue,94118,1,Inner Richmond,-122.46323412215831,37.78216664677157,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170541,3/2/17,6/28/17,27333,,,1,348 5th Avenue,94118,1,Inner Richmond,-122.46322607395601,37.782056204075545,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170540,3/2/17,6/28/17,27333,,,1,348 5th Avenue,94118,1,Inner Richmond,-122.46322607395601,37.782056204075545,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170543,3/2/17,6/28/17,27333,,,2,348 5th Avenue,94118,1,Inner Richmond,-122.46322607395601,37.782056204075545,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170539,3/2/17,6/28/17,27333,,,1,348 5th Avenue,94118,1,Inner Richmond,-122.46322607395601,37.782056204075545,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170542,3/2/17,6/28/17,27333,,,1,348 5th Avenue,94118,1,Inner Richmond,-122.46322607395601,37.782056204075545,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170544,3/2/17,6/28/17,27333,,,1,348 5th Avenue,94118,1,Inner Richmond,-122.46322607395601,37.782056204075545,100,5,8,4,11,11,6,2,11,54,1,,,,5
B160658,2/19/16,4/22/16,28000,,,4,327 Cornwall Street,94118,1,Inner Richmond,-122.46272342939882,37.784842717085084,100,5,8,4,11,11,6,2,11,54,1,,,,5
B152901,10/21/15,3/1/16,30000,,,1,630 9th Avenue,94118,1,Inner Richmond,-122.46712192259882,37.77650330680429,100,5,8,4,11,11,6,2,11,54,1,,,,5
B161534,,5/2/16,30000,,,5,2914 Fulton Street,94118,1,Inner Richmond,-122.46288301180782,37.77379663413846,100,5,8,4,11,11,6,2,11,54,1,,,,5
B192169,8/23/19,12/26/19,30000,,,2,180 9th Avenue,94118,1,Inner Richmond,-122.46773558594282,37.785054613440835,100,5,8,4,11,11,6,2,11,54,1,,,,5
B170170,1/27/17,3/30/17,31557,,,2,646 4th Avenue,94118,1,Inner Richmond,-122.46174884596651,37.77646133593694,100,5,8,4,11,11,6,2,11,54,1,,,,5
B162466,7/25/16,1/6/17,32500,,TRUE,1,254 12th Avenue,94118,1,Inner Richmond,-122.47085137207891,37.783506746812314,100,5,8,4,11,11,6,2,11,54,1,,,,5
B180650,3/5/18,8/14/18,33000,,,3,327 5th Avenue,94118,1,Inner Richmond,-122.46339376517395,37.782454817542046,100,5,8,4,11,11,6,2,11,54,1,,,,5
B180203,1/25/18,10/18/18,34963,,,1,148 8th Avenue,94118,1,Inner Richmond,-122.4667078224778,37.785667732296574,100,4,8,4,11,11,6,2,11,54,1,,,,4
B172460,,9/28/17,40000,,TRUE,2,1844 Anza Street,94118,1,Inner Richmond,-122.46785587293306,37.77898368159149,100,5,8,4,11,11,6,2,11,54,1,,,,5
B172392,9/15/17,12/19/17,41000,,TRUE,2,129 4th Avenue,94118,2,Inner Richmond,-122.46259114533443,37.78623075461178,100,4,8,6,11,11,6,1,11,54,1,,,,4
B190580,3/21/19,8/9/19,42000,,,3,426 Funston Avenue,94118,1,Inner Richmond,-122.47168134084409,37.780150222940016,100,5,8,4,11,11,6,2,11,54,1,,,,5
B151058,4/30/15,6/22/15,45000,,,1,152 4th Avenue,94118,2,Inner Richmond,-122.46242329789116,37.78581330442842,100,4,8,6,11,11,6,1,11,54,1,,,,4
B153390,12/9/15,4/15/16,46876,,TRUE,1,471 3rd Avenue,94118,1,Inner Richmond,-122.46105287203306,37.77981157021892,100,5,8,4,11,11,6,2,11,54,1,,,,5
B172614,10/17/17,6/3/19,48145,,,1,4005 California Street,94118,1,Inner Richmond,-122.46038296939277,37.785480009050325,100,5,8,4,11,11,6,2,11,54,1,,,,5
B192834,,10/22/19,49556,,TRUE,1,3036 Fulton Street,94118,1,Inner Richmond,-122.46417214238257,37.77363245186667,100,5,8,4,11,11,6,2,11,54,1,,,,5
B191611,,6/3/19,52900,,,1,252 10th Avenue,94118,1,Inner Richmond,-122.46871234527477,37.78364018986204,100,5,8,4,11,11,6,2,11,54,1,,,,5
B181230,,4/18/18,60000,,,4,4440 California Street,94118,1,Inner Richmond,-122.46503541224574,37.78499457170026,100,4,8,4,11,11,6,2,11,54,1,,,,4
B171651,6/21/17,8/21/17,68000,,,2,10 12th Avenue,94118,2,Inner Richmond,-122.47107819982924,37.786665109402165,100,4,8,6,11,11,6,1,11,54,1,,,,4
B151602,,7/2/15,70000,,TRUE,4,268 4th Avenue,94118,1,Inner Richmond,-122.4622666012696,37.78364021635203,100,5,8,4,11,11,6,2,11,54,1,,,,5
B191253,6/5/19,8/16/19,75000,,TRUE,1,190 8th Avenue,94118,1,Inner Richmond,-122.46665307880303,37.78492139407149,100,4,8,4,11,11,6,2,11,54,1,,,,4
B181974,6/28/18,6/28/18,90000,,,2,768 6th Avenue,94118,1,Inner Richmond,-122.4637334836562,37.77418660708324,100,5,8,4,11,11,6,2,11,54,1,,,,5
B192448,9/23/19,1/7/20,100000,,TRUE,1,180 9th Avenue,94118,1,Inner Richmond,-122.46773558594282,37.785054613440835,100,5,8,4,11,11,6,2,11,54,1,,,,5
B161101,3/18/16,9/6/18,100000,,,2,628 9th Avenue,94118,1,Inner Richmond,-122.46712449528121,37.776539084964355,100,5,8,4,11,11,6,2,11,54,1,,,,5
B152706,9/29/15,8/2/16,110000,,,2,262 6th Avenue,94118,1,Inner Richmond,-122.46441940900331,37.78368459142343,100,5,8,4,11,11,6,2,11,54,1,,,,5
B153384,12/8/15,7/20/16,150000,,,2,159 7th Avenue,94118,1,Inner Richmond,-122.46576759075549,37.78558852066119,100,4,8,4,11,11,6,2,11,54,1,,,,4
B180748,3/14/18,10/4/18,175000,,,2,626 9th Avenue,94118,1,Inner Richmond,-122.46712706796609,37.77657486312415,100,5,8,4,11,11,6,2,11,54,1,,,,5
B180349,2/1/18,5/4/18,0,,,1,458 9th Avenue,94118,1,Inner Richmond,-122.46735341604595,37.77975375572835,100,5,8,4,11,11,6,2,11,54,1,,,,5
B181204,4/11/18,6/6/18,8000,,,1,340 Warren Drive,94131,7,Inner Sunset,-122.46133539521988,37.755394062570666,100,111,7,8,14,12,5,4,1,63,1,,,,111
B172682,10/23/17,12/19/17,8181,,,1,1436 11th Avenue,94122,7,Inner Sunset,-122.46821627301168,37.761389726515745,100,109,10,8,14,12,8,4,1,56,1,,,,109
B151905,,7/21/15,11500,,,1,480 Warren Drive,94131,7,Inner Sunset,-122.46265330288595,37.758575901619885,100,111,7,8,14,12,5,4,1,63,1,,,,111
B160841,3/3/16,5/5/16,12780,,,2,1367 16th Avenue,94122,5,Inner Sunset,-122.47390904021474,37.7624704213174,100,109,10,11,14,12,8,11,1,56,1,,,,109
B192194,9/5/19,11/7/19,14000,,,2,1278 3rd Avenue,94122,5,Inner Sunset,-122.45986039943914,37.764738285771195,100,109,7,11,14,12,5,11,15,56,1,,,,109
B151374,6/2/15,8/11/15,14000,,TRUE,2,1755 11th Avenue,94122,7,Inner Sunset,-122.4679432245179,37.7554690076044,100,44,10,8,14,12,8,4,1,56,1,,,,44
B181202,4/11/18,12/14/18,15000,,,1,340 Warren Drive,94131,7,Inner Sunset,-122.46133539521988,37.755394062570666,100,111,7,8,14,12,5,4,1,63,1,,,,111
B180430,2/12/18,2/12/18,15000,,,1,228 Carl Street,94117,5,Inner Sunset,-122.4532739471242,37.765439350585865,100,110,7,11,14,12,5,11,15,"29,492",1,,,,110
B172455,9/25/17,10/23/17,16750,,,3,1961 16th Avenue,94116,7,Inner Sunset,-122.47313641213246,37.75139037937331,100,44,10,8,14,12,8,4,1,"29,491",1,,,,44
B183410,12/21/18,3/12/19,17000,,,2,1324 8th Avenue,94122,5,Inner Sunset,-122.46515519466931,37.7636072633837,100,109,10,11,14,12,8,11,1,56,1,,,,109
