case,Pre Buyout Disclosure Declaration Date,date,amount,Unknown Amount,Other Consideration,tenants,address,zip,Supervisor District,neighborhood,lon,lat,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B173031,12/5/17,3/20/18,18000,,,1,1938 18th Avenue,94116,7,Inner Sunset,-122.47516933589415,37.75169545969606,100,44,10,8,14,12,8,4,1,"29,491",1,,,,44
B170930,4/5/17,8/9/17,18785,,,1,17 Forest Knolls Drive,94131,7,Inner Sunset,-122.45470377023588,37.75658431095473,100,111,7,8,14,12,5,4,1,63,1,,,,111
B151754,7/13/15,9/15/15,19650,,,2,2071 18th Avenue,94116,7,Inner Sunset,-122.4751379315994,37.749250981731265,100,44,10,8,14,12,8,4,1,"29,491",1,,,,44
B151540,6/18/15,1/19/16,20000,,,2,927 Judah Street,94122,7,Inner Sunset,-122.47184996708772,37.76183541959491,100,109,10,8,14,12,8,4,1,56,1,,,,109
B172544,10/11/17,2/26/18,20000,,,1,432 HUGO Street,94122,5,Inner Sunset,-122.4624740238508,37.765205533141426,100,109,7,11,14,12,5,11,11,56,1,,,,109
B152250,8/10/15,10/8/15,20354,,,2,937 Judah Street,94122,7,Inner Sunset,-122.4719605626214,37.76183056186322,100,109,10,8,14,12,8,4,1,56,1,,,,109
B183227,11/27/18,3/5/19,22500,,TRUE,2,29 Lincoln Way,94122,5,Inner Sunset,-122.45817799610624,37.766035602723605,100,109,7,11,14,12,5,11,15,"29,492",1,,,,109
B181823,,6/14/18,24750,,,1,1420 6th Avenue,94122,5,Inner Sunset,-122.46288728142187,37.76191035328006,100,109,7,11,14,12,5,11,1,56,1,,,,109
B172289,9/5/17,10/31/17,25000,,,4,1415 Lincoln Way,94122,5,Inner Sunset,-122.47310090757352,37.7655286466751,100,109,10,11,14,12,8,11,11,56,1,,,,109
B190259,2/6/19,7/8/19,27168,,,2,1388 10th Avenue,94122,5,Inner Sunset,-122.46721366038935,37.76237041047043,100,109,10,11,14,12,8,11,1,56,1,,,,109
B170163,1/24/17,4/27/17,29630,,TRUE,2,308 lawton Street,94122,7,Inner Sunset,-122.466051499325,37.758499366754535,100,109,10,8,14,12,8,4,1,56,1,,,,109
B161527,5/2/16,9/19/16,30000,,,2,1378 12th Avenue,94122,5,Inner Sunset,-122.46936483421489,37.76245511470838,100,109,10,11,14,12,8,11,1,56,1,,,,109
B182582,8/29/18,10/30/18,30000,,,2,1327 5th Avenue,94122,5,Inner Sunset,-122.46207653110292,37.76370649300662,100,109,7,11,14,12,5,11,1,56,1,,,,109
B163933,12/30/16,3/6/17,32000,,TRUE,3,1237 9th Avenue,94122,5,Inner Sunset,-122.46647530247932,37.76521810709103,100,109,10,11,14,12,8,11,11,56,1,,,,109
B192345,9/12/19,11/19/19,32069,,,1,203 Carl Street,94117,5,Inner Sunset,-122.4528415993727,37.76538323970789,100,110,7,11,14,12,5,11,15,"29,492",1,,,,110
B182638,,9/14/18,32500,,TRUE,3,1431 8th Avenue,94122,5,Inner Sunset,-122.46515463183079,37.761631524420665,100,109,10,11,14,12,8,11,1,56,1,,,,109
B173032,12/5/17,4/24/18,35000,,TRUE,1,1938 18th Avenue,94116,7,Inner Sunset,-122.47516933589415,37.75169545969606,100,44,10,8,14,12,8,4,1,"29,491",1,,,,44
B180256,1/30/18,4/16/18,40000,,TRUE,3,99 cragmont Avenue,94116,7,Inner Sunset,-122.46732554432002,37.749088899769276,100,44,10,8,14,12,8,4,1,"29,491",1,,,,44
B163647,11/23/16,4/12/17,42000,,,2,1442 Funston Avenue,94122,7,Inner Sunset,-122.47035267338552,37.761188372442525,100,109,10,8,14,12,8,4,1,56,1,,,,109
B190125,1/16/19,1/16/19,45000,,,2,1417 Cole Street,94117,5,Inner Sunset,-122.44917224828224,37.76149820437455,100,114,7,11,14,12,5,11,15,"29,492",1,,,,114
B180911,3/23/18,7/9/18,45000,,,2,1335 5th Avenue,94122,5,Inner Sunset,-122.46206655771773,37.763563605779275,100,109,7,11,14,12,5,11,1,56,1,,,,109
B171688,6/26/17,8/25/17,0,,,1,307 Crestmont Drive,94131,7,Inner Sunset,-122.46019683883232,37.75745049952357,100,111,7,8,14,12,5,4,1,63,1,,,,111
B183194,11/13/18,1/28/19,47500,,TRUE,3,1394 18th Avenue,94122,4,Inner Sunset,-122.47587713987598,37.7618824114905,100,109,10,7,14,12,8,3,1,56,1,,,,109
B151968,7/24/15,10/28/15,48000,,,2,1397 12th Avenue,94122,5,Inner Sunset,-122.46948052769508,37.76212757637116,100,109,10,11,14,12,8,11,1,56,1,,,,109
B151397,6/4/15,9/21/15,49276,,,2,1238 Willard Street,94117,5,Inner Sunset,-122.45446330791707,37.765811253452725,100,110,7,11,14,12,5,11,15,"29,492",1,,,,110
B181732,,6/1/18,50000,,,2,209 Lincoln Way,94122,5,Inner Sunset,-122.46014118775864,37.766110936975686,100,109,7,11,14,12,5,11,15,"29,492",1,,,,109
B182156,,7/19/18,50000,,,2,209 Lincoln Way,94122,5,Inner Sunset,-122.46014118775864,37.766110936975686,100,109,7,11,14,12,5,11,15,"29,492",1,,,,109
B153062,11/3/15,11/8/16,50000,,,6,1440 15th Avenue,94122,7,Inner Sunset,-122.47254914834917,37.761119540459504,100,109,10,8,14,12,8,4,1,56,1,,,,109
B181781,,6/13/18,50000,,,2,209 Lincoln Way,94122,5,Inner Sunset,-122.46014118775864,37.766110936975686,100,109,7,11,14,12,5,11,15,"29,492",1,,,,109
B181780,,6/13/18,50000,,,1,209 Lincoln Way,94122,5,Inner Sunset,-122.46014118775864,37.766110936975686,100,109,7,11,14,12,5,11,15,"29,492",1,,,,109
B181203,4/11/18,3/19/19,50000,,,1,340 Warren Drive,94131,7,Inner Sunset,-122.46133539521988,37.755394062570666,100,111,7,8,14,12,5,4,1,63,1,,,,111
B172402,9/20/17,6/13/18,51702,,,7,1926 19th Avenue,94116,7,Inner Sunset,-122.47613947251803,37.751872052068926,100,44,10,8,14,12,8,4,1,"29,491",1,,,,44
B180115,1/16/18,4/25/18,52123,,,2,1851 14th Avenue,94122,7,Inner Sunset,-122.47126250900217,37.753419290555854,100,44,10,8,14,12,8,4,1,56,1,,,,44
B191303,6/10/19,8/7/19,57725,,,3,1766 16th Avenue,94122,7,Inner Sunset,-122.4732598214356,37.755155734897684,100,44,10,8,14,12,8,4,1,56,1,,,,44
B163200,10/6/16,2/16/17,60750,,,2,253 Lincoln Way,94122,5,Inner Sunset,-122.46059702389027,37.76609138171631,100,109,7,11,14,12,5,11,15,"29,492",1,,,,109
B173128,12/21/17,5/7/18,61425,,,3,1347 3rd Avenue,94122,5,Inner Sunset,-122.45992406238517,37.76366437037903,100,109,7,11,14,12,5,11,15,56,1,,,,109
B190386,2/21/19,6/5/19,65000,,,2,1366 5th Avenue,94122,5,Inner Sunset,-122.46188850080529,37.76299813453917,100,109,7,11,14,12,5,11,15,56,1,,,,109
B183195,11/13/18,3/18/19,70000,,TRUE,2,1398 18th Avenue,94122,4,Inner Sunset,-122.4758721412579,37.76181098643283,100,109,10,7,14,12,8,3,1,56,1,,,,109
B180912,3/23/18,7/9/18,72400,,TRUE,3,1337 5th Avenue,94122,5,Inner Sunset,-122.46206406437746,37.76352788397174,100,109,7,11,14,12,5,11,1,56,1,,,,109
B152841,10/13/15,10/11/16,75000,,,2,1411 16th Avenue,94122,7,Inner Sunset,-122.47384872195619,37.76160818953506,100,109,10,8,14,12,8,4,1,56,1,,,,109
B180132,1/18/18,7/23/18,80000,,,3,1210 6th Avenue,94122,5,Inner Sunset,-122.46316296008577,37.76585924096239,100,109,7,11,14,12,5,11,11,56,1,,,,109
B163549,,11/4/16,132000,,,1,209 Lincoln Way,94122,5,Inner Sunset,-122.46014118775864,37.766110936975686,100,109,7,11,14,12,5,11,15,"29,492",1,,,,109
B172521,10/2/17,12/26/17,10203,,TRUE,2,1712 Steiner Street,94115,5,Japantown,-122.43470209997749,37.78509288032077,100,103,4,11,15,13,9,11,13,"29,490",2,,,,103
B170244,,2/6/17,12500,,,1,2275 sutter Street,94115,5,Japantown,-122.43777961682875,37.7854642817148,100,103,4,11,15,13,6,11,13,"29,490",2,,,,103
B151294,5/20/15,8/25/15,23500,,TRUE,2,1407 Gough Street,94109,5,Japantown,-122.42495648478274,37.786274456387225,100,100,4,11,15,13,9,11,13,"28,858",2,,,,100
B163462,11/1/16,10/10/17,82500,,TRUE,4,1720 Steiner Street,94115,5,Japantown,-122.4347165007844,37.78516441255006,100,103,4,11,15,13,9,11,13,"29,490",2,,,,103
B172303,9/12/17,1/26/18,14200,,TRUE,1,109 Lake Merced Hill Street South,94132,7,Lakeshore,-122.48379228637282,37.70987060618398,97.65,43,10,8,16,14,8,4,1,64,2,,,,43
B181995,,7/5/18,29800,,,2,44 Seal Rock Drive,94121,1,Lincoln Park,-122.50700268408156,37.78082227573304,100,6,8,4,17,15,6,2,11,55,1,,,,6
B150772,4/9/15,6/25/15,3000,,,2,70 Terra Vista Avenue,94115,2,Lone Mountain/USF,-122.44296840284585,37.781522294369516,100,13,7,6,18,16,5,1,15,"29,490",1,,,,13
B152077,,8/7/15,4000,,,2,80 Terra Vista Avenue,94115,2,Lone Mountain/USF,-122.443213518294,37.781503977465206,100,13,7,6,18,16,5,1,15,"29,490",1,,,,13
B190137,1/18/19,8/23/19,9047,,,1,840 Central Avenue,94115,5,Lone Mountain/USF,-122.44498975887342,37.777355608936105,100,97,7,11,18,16,5,11,15,"29,490",1,,,,97
B162720,8/22/16,11/21/16,10640,,,3,1532 Fulton Street,94117,5,Lone Mountain/USF,-122.4420664585472,37.77642379603429,100,97,7,11,18,16,5,11,15,"29,492",1,,,,97
B173020,11/29/17,4/2/18,15000,,,2,2230 Turk Street,94115,2,Lone Mountain/USF,-122.44588097100517,37.77883124331943,89.04,13,7,6,18,16,5,1,15,54,1,,,,13
B160651,2/18/16,4/1/16,17750,,,1,1847 McAllister Street,94117,5,Lone Mountain/USF,-122.44245462451313,37.77722558378645,100,97,7,11,18,16,5,11,15,"29,492",1,,,,97
B191335,3/29/19,5/13/19,20000,,,2,1985 Fulton Street,94117,5,Lone Mountain/USF,-122.4494491450569,37.7753738365182,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B190798,4/16/19,6/18/19,20000,,,2,1872 Mcallister Street,94115,5,Lone Mountain/USF,-122.44288622114789,37.777281972484204,100,97,7,11,18,16,5,11,15,"29,490",1,,,,97
B152317,8/28/15,11/25/15,20000,,,2,1929 Fulton Street,94117,5,Lone Mountain/USF,-122.44852235508122,37.775492039012136,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B162785,8/30/16,11/15/16,24500,,,1,421 Lyon Street,94117,5,Lone Mountain/USF,-122.44287867341897,37.77456281080673,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B181199,4/9/18,6/22/18,28400,,TRUE,1,155 Wood Street,94118,1,Lone Mountain/USF,-122.44898859281629,37.78146383707188,100,12,7,4,18,16,6,2,15,54,1,,,,12
B171020,4/19/17,8/11/17,29446,,,1,145 Masonic Avenue,94118,1,Lone Mountain/USF,-122.44758667206791,37.7806482661591,100,12,7,4,18,16,5,2,15,54,1,,,,12
B190037,1/9/19,4/1/19,35000,,TRUE,2,50 clayton Street,94117,5,Lone Mountain/USF,-122.44955750699454,37.77493866205644,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B161404,4/20/16,8/9/16,35000,,TRUE,4,788 Arguello Boulevard,94118,1,Lone Mountain/USF,-122.45839878946813,37.775513486241884,100,12,8,4,18,16,6,2,11,54,1,,,,12
B170079,1/17/17,4/4/17,36000,,,1,1980 Fell Street,94117,5,Lone Mountain/USF,-122.4504779210159,37.77246963802515,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B172300,9/11/17,1/2/18,45000,,,1,709 Central Avenue,94117,5,Lone Mountain/USF,-122.4448813959616,37.776113433209325,100,97,7,11,18,16,5,11,15,"29,492",1,,,,97
B161821,5/25/16,7/25/16,46792,,,4,2120 Golden Gate Avenue,94118,5,Lone Mountain/USF,-122.44555510112286,37.777897444235485,100,97,7,11,18,16,5,11,15,54,1,,,,97
B161588,5/10/16,2/15/17,50000,,,1,1565 Fulton Street,94117,5,Lone Mountain/USF,-122.4425492189659,37.77625117460622,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B181763,6/8/18,8/9/18,54359,,,2,2005 Fulton Street,94117,5,Lone Mountain/USF,-122.44982263931519,37.775325994459074,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B170431,2/24/17,5/30/17,57247,,,3,1643 Grove Street,94117,5,Lone Mountain/USF,-122.44366081709654,37.77515557928882,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B161585,5/9/16,12/6/16,65000,,TRUE,1,45 Ashbury Street,94117,5,Lone Mountain/USF,-122.44806351045446,37.77517418592758,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B162339,,7/12/16,66700,,,4,966 Central Avenue,94115,5,Lone Mountain/USF,-122.44522726915518,37.77853009416028,100,97,7,11,18,16,5,11,15,54,1,,,,97
B181412,5/2/18,8/2/18,69349,,,3,1967 Hayes Street,94117,5,Lone Mountain/USF,-122.44877629014563,37.77354561355571,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B182062,,7/13/18,74849,,TRUE,2,1849 Mcallister Street,94117,5,Lone Mountain/USF,-122.44248614062921,37.77722157749754,100,97,7,11,18,16,5,11,15,"29,492",1,,,,97
B163188,10/3/16,3/20/17,75000,,TRUE,2,147 Wood Street,94118,1,Lone Mountain/USF,-122.4490082428633,37.78156326786621,100,12,7,4,18,16,6,2,15,54,1,,,,12
B161822,5/25/16,7/12/16,82588,,,3,2122 Golden Gate Avenue,94118,5,Lone Mountain/USF,-122.44558753539633,37.7778932738731,100,97,7,11,18,16,5,11,15,54,1,,,,97
B170182,1/31/17,8/2/17,85000,,,4,129 Beaumont Avenue,94118,1,Lone Mountain/USF,-122.45476241599759,37.77943126968101,100,12,7,4,18,16,6,2,15,54,1,,,,12
B162346,7/12/16,12/2/16,90000,,,2,1565 Fulton Street,94117,5,Lone Mountain/USF,-122.4425492189659,37.77625117460622,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B161864,6/1/16,10/21/16,90000,,TRUE,3,1645 Grove Street,94117,5,Lone Mountain/USF,-122.44369242058201,37.77515156144008,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B170998,4/12/17,8/11/17,167000,,,4,1567 Fulton Street,94117,5,Lone Mountain/USF,-122.4425807593361,37.77624716514998,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B172083,8/15/17,4/2/18,235000,,,4,1563 Fulton Street,94117,5,Lone Mountain/USF,-122.44251767859232,37.776255184054,100,24,7,11,18,16,5,11,15,"29,492",1,,,,24
B171695,6/28/17,6/28/17,4500,,,1,2186 Vallejo Street,94123,2,Marina,-122.43325510227639,37.79552467604877,100,102,4,6,13,17,9,1,13,57,1,,,,102
B191037,5/10/19,7/1/19,5000,,,1,1555 Chestnut Street,94123,2,Marina,-122.42892562806263,37.801699099500546,100,17,4,6,13,17,9,1,13,57,1,,,,17
B162280,7/7/16,8/31/16,5000,,,1,3316 Laguna Street,94123,2,Marina,-122.43129036850121,37.80162936984105,100,17,4,6,13,17,9,1,13,57,1,,,,17
B153501,12/29/15,3/9/16,5600,,,1,3768 Fillmore Street,94123,2,Marina,-122.43721481472058,37.80592416106651,100,17,4,6,13,17,9,1,13,57,1,,,,17
B180906,3/19/18,5/23/18,7500,,,1,2415 Van Ness Avenue,94123,2,Marina,-122.42400399148609,37.79773306122588,100,15,4,6,13,17,9,1,13,57,1,,,,15
B162185,6/22/16,9/2/16,8000,,,2,3320 Scott Street,94123,2,Marina,-122.44116461104304,37.80041144060251,100,17,4,6,13,17,9,1,13,57,1,,,,17
B161112,3/23/16,7/30/19,8500,,,1,2232 North Point Street,94123,2,Marina,-122.4439998596171,37.80276177911378,100,17,4,6,13,17,9,1,13,57,1,,,,17
B182748,10/1/18,12/18/18,12000,,,1,2855 Pierce Street,94123,2,Marina,-122.43877600237599,37.79624663206427,100,14,4,6,13,17,9,1,13,57,1,,,,14
B161390,4/15/16,9/1/16,12500,,,2,1656 Beach Street,94123,2,Marina,-122.43650118697697,37.804671610046384,100,17,4,6,13,17,9,1,13,57,1,,,,17
B170550,3/3/17,5/31/17,14500,,,1,2920 Gough Street,94123,2,Marina,-122.42763005054213,37.80020822018701,100,15,4,6,13,17,9,1,13,57,1,,,,15
B172182,,8/23/17,15000,,,2,3645 Scott Street,94123,2,Marina,-122.44192894160065,37.8034501075567,100,17,4,6,13,17,9,1,13,57,1,,,,17
B181424,5/8/18,6/26/18,15000,,,1,2072 Green Street,94123,2,Marina,-122.43322328651804,37.796483972129295,100,15,4,6,13,17,9,1,13,57,1,,,,15
B151565,6/29/15,8/19/15,17450,,,2,1366 Francisco Street,94123,2,Marina,-122.4276800882361,37.80291974609154,100,17,4,6,13,17,9,1,13,57,1,,,,17
B151599,7/1/15,9/4/15,20000,,,2,1773 Green Street,94123,2,Marina,-122.42826805810806,37.79700066836549,100,102,4,6,13,17,9,1,13,57,1,,,,102
B153322,12/1/15,2/23/18,20000,,,2,1667 Green Street,94123,2,Marina,-122.42652880024728,37.79722102091683,100,102,4,6,13,17,9,1,13,57,1,,,,102
B151911,7/24/15,10/16/15,20000,,,1,1631 Beach Street,94123,2,Marina,-122.43596027680859,37.8046301853674,100,17,4,6,13,17,9,1,13,57,1,,,,17
B172053,8/9/17,12/19/17,20600,,,1,259 Cervantes Boulevard,94123,2,Marina,-122.44173378161136,37.80534965428122,100,17,4,6,13,17,9,1,13,57,1,,,,17
B160158,1/19/16,1/27/16,23000,,,2,1660 Beach Street,94123,2,Marina,-122.43657724648061,37.80466178448589,100,17,4,6,13,17,9,1,13,57,1,,,,17
B161670,5/13/16,6/29/16,25000,,TRUE,1,1831 Union Street,94123,2,Marina,-122.4294389456857,37.7978096478643,100,15,4,6,13,17,9,1,13,57,1,,,,15
B192359,9/18/19,11/21/19,25594,,,3,3540 Broderick Street,94123,2,Marina,-122.44510477694752,37.80296054781282,100,17,4,6,13,17,9,1,13,57,1,,,,17
B152757,10/6/15,1/7/16,26500,,,1,2800 Green Street,94123,2,Marina,-122.44529286358204,37.794951364422374,100,14,4,6,13,17,9,1,13,57,1,,,,14
B192835,10/8/19,12/10/19,27175,,,2,1900 Jefferson Street,94123,2,Marina,-122.4438661689671,37.80469068516823,100,17,4,6,13,17,9,1,13,57,1,,,,17
B183490,12/31/18,3/11/19,30000,,,3,2604 Gough Street,94123,2,Marina,-122.42703797210645,37.79727769058229,100,15,4,6,13,17,9,1,13,57,1,,,,15
B172673,10/20/17,1/3/18,30000,,,2,2941 Broderick Street,94123,2,Marina,-122.44410944317015,37.79734986780783,100,14,4,6,13,17,9,1,13,57,1,,,,14
B191759,7/25/19,11/12/19,30000,,,1,1767 Green Street,94123,2,Marina,-122.42817337476846,37.79701266476776,100,102,4,6,13,17,9,1,13,57,1,,,,102
B162291,7/8/16,10/24/16,30000,,,3,2030 Green Street,94123,2,Marina,-122.43256179312051,37.79656781051691,100,15,4,6,13,17,9,1,13,57,1,,,,15
B152070,,8/6/15,33299,,,1,3055 Fillmore Street,94123,2,Marina,-122.435674622127,37.79759601242149,100,15,4,6,13,17,9,1,13,57,1,,,,15
B170736,3/21/17,7/28/17,40000,,,4,2643 Greenwich Street,94123,2,Marina,-122.44319322366833,37.7979706517512,100,14,4,6,13,17,9,1,13,57,1,,,,14
B171755,7/6/17,8/30/17,40000,,TRUE,2,1777 Chestnut Street,94123,2,Marina,-122.43256310599891,37.80123684067123,100,17,4,6,13,17,9,1,13,57,1,,,,17
B190789,4/12/19,1/13/20,42000,,,4,2437 chestnut Street,94123,2,Marina,-122.44347507584197,37.79984893826824,100,17,4,6,13,17,9,1,13,57,1,,,,17
B153399,12/11/15,11/29/16,45000,,,1,1610 Vallejo Street,94123,2,Marina,-122.42383306216965,37.79672382584879,100,102,4,6,13,17,9,1,13,"28,858",1,,,,102
B192950,10/24/19,12/26/19,45000,,,2,1972 Union Street,94123,2,Marina,-122.43177955308215,37.79762322591018,100,15,4,6,13,17,9,1,13,57,1,,,,15
B182920,10/18/18,5/1/19,48000,,,1,3517 Divisadero Street,94123,2,Marina,-122.44333992209093,37.8020062705467,100,17,4,6,13,17,9,1,13,57,1,,,,17
B182831,,10/10/18,0,,,2,499 Marina Boulevard,94123,2,Marina,-122.44216011430882,37.80573251428375,100,17,4,6,13,17,9,1,13,57,1,,,,17
B171760,7/7/17,8/13/18,50000,,,2,1557 Francisco Street,94123,2,Marina,-122.43078918005044,37.80241661364936,100,17,4,6,13,17,9,1,13,57,1,,,,17
B160842,3/3/16,8/24/16,50000,,TRUE,1,1895 Lombard Street,94123,2,Marina,-122.43269582792145,37.800176486335026,100,15,4,6,13,17,9,1,13,57,1,,,,15
B152993,10/28/15,1/22/16,50000,,,2,3219 Gough Street,94123,2,Marina,-122.4283303693326,37.802976679722775,100,17,4,6,13,17,9,1,13,57,1,,,,17
B181981,6/29/18,9/24/19,50527,,TRUE,1,2835 Octavia Street,94123,2,Marina,-122.42906258907435,37.79825360834898,100,15,4,6,13,17,9,1,13,57,1,,,,15
B183189,11/9/18,4/23/19,53500,,,2,1306 Francisco Street,94123,2,Marina,-122.42673331239494,37.80303907093167,100,17,4,6,13,17,9,1,13,"28,858",1,,,,17
B161669,5/13/16,11/21/16,53500,,TRUE,1,1831 Union Street,94123,2,Marina,-122.4294389456857,37.7978096478643,100,15,4,6,13,17,9,1,13,57,1,,,,15
B161316,4/13/16,8/22/16,55000,,,1,2749 Gough Street,94123,2,Marina,-122.42744289670763,37.79858794317304,100,15,4,6,13,17,9,1,13,57,1,,,,15
B182980,10/24/18,5/15/19,56000,,TRUE,1,2307 Van Ness Avenue,94123,2,Marina,-122.42374452846317,37.79670544088508,100,102,4,6,13,17,9,1,13,"28,858",1,,,,102
B151221,,5/15/15,57500,,TRUE,1,2585 UNION Street,94123,2,Marina,-122.44181852631104,37.79623471335677,100,14,4,6,13,17,9,1,13,57,1,,,,14
B171584,,6/14/17,60000,,TRUE,1,1601 lombard Street,94123,2,Marina,-122.42782892256261,37.8008236665145,100,15,4,6,13,17,9,1,13,57,1,,,,15
B161113,3/23/16,5/31/16,60000,,TRUE,1,2232 North Point Street,94123,2,Marina,-122.4439998596171,37.80276177911378,100,17,4,6,13,17,9,1,13,57,1,,,,17
B190496,3/7/19,4/19/19,65000,,,1,1935 Jefferson Street,94123,2,Marina,-122.44438797726045,37.80451302678785,100,17,4,6,13,17,9,1,13,57,1,,,,17
B153398,12/11/15,3/29/17,66313,,,3,1610 Vallejo Street,94123,2,Marina,-122.42383306216965,37.79672382584879,100,102,4,6,13,17,9,1,13,"28,858",1,,,,102
B181969,6/28/18,10/25/18,70000,,,2,34 Rico Way,94123,2,Marina,-122.43897816150637,37.80491393138469,100,17,4,6,13,17,9,1,13,57,1,,,,17
B181594,,5/16/18,73000,,,1,3155 Broderick Street,94123,2,Marina,-122.4445083378253,37.79932086542241,100,17,4,6,13,17,9,1,13,57,1,,,,17
B172531,10/3/17,3/7/18,80000,,TRUE,1,1690 Beach Street,94123,2,Marina,-122.43708587055643,37.804431021041836,100,17,4,6,13,17,9,1,13,57,1,,,,17
B150991,4/20/15,4/20/15,80000,,,2,2447 Franklin Street,94123,2,Marina,-122.42541955795687,37.796914415041115,100,102,4,6,13,17,9,1,13,57,1,,,,102
B181404,5/1/18,7/23/18,80000,,,2,2608 OCTAVIA Street,94123,2,Marina,-122.42850270850914,37.79617566694069,100,102,4,6,13,17,9,1,13,57,1,,,,102
B153321,12/1/15,11/13/17,80986,,TRUE,1,1667 Green Street,94123,2,Marina,-122.42652880024728,37.79722102091683,100,102,4,6,13,17,9,1,13,57,1,,,,102
B170321,2/10/17,8/24/18,87000,,,1,1895 Lombard Street,94123,2,Marina,-122.43269582792145,37.800176486335026,100,15,4,6,13,17,9,1,13,57,1,,,,15
B150709,4/2/15,8/21/15,89500,,TRUE,1,2505 Gough Street,94123,2,Marina,-122.42698711154328,37.79633194152974,100,102,4,6,13,17,9,1,13,57,1,,,,102
B171228,5/9/17,12/15/17,94000,,TRUE,4,1829 Jefferson Street,94123,2,Marina,-122.44262546065993,37.80473730240837,100,17,4,6,13,17,9,1,13,57,1,,,,17
B150710,4/2/15,8/18/15,94500,,TRUE,2,2505 Gough Street,94123,2,Marina,-122.42698711154328,37.79633194152974,100,102,4,6,13,17,9,1,13,57,1,,,,102
B162184,6/22/16,1/30/17,100000,,,2,3318 Scott Street,94123,2,Marina,-122.44116094899971,37.8003934940297,100,17,4,6,13,17,9,1,13,57,1,,,,17
B152469,,9/8/15,100000,,,1,1964 Union Street,94123,2,Marina,-122.43164850392766,37.79763989402954,100,15,4,6,13,17,9,1,13,57,1,,,,15
B161322,4/13/16,11/7/16,100000,,,3,2450 - 2452 Filbert Street,94123,2,Marina,-122.43984535049427,37.797553158794045,100,14,4,6,13,17,9,1,13,57,1,,,,14
B163622,11/15/16,4/10/17,115000,,,2,162 Alhambra Street,94123,2,Marina,-122.43908608749206,37.80192032930701,100,17,4,6,13,17,9,1,13,57,1,,,,17
B170738,3/22/17,8/3/18,131790,,,1,2942 Franklin Street,94123,2,Marina,-122.42621031496532,37.801531744531076,100,17,4,6,13,17,9,1,13,57,1,,,,17
B150708,4/2/15,8/21/15,134500,,TRUE,4,2505 Gough Street,94123,2,Marina,-122.42698711154328,37.79633194152974,100,102,4,6,13,17,9,1,13,57,1,,,,102
B172671,10/18/17,4/2/18,0,,,1,2455 Union Street,94123,2,Marina,-122.43968159887997,37.79650663227662,100,14,4,6,13,17,9,1,13,57,1,,,,14
B172519,10/2/17,11/27/17,6800,,TRUE,1,909 Dartmouth Street,94134,10,McLaren Park,-122.4088573469185,37.71936202937894,100,75,9,9,19,18,3,8,9,309,2,,,,75
B182526,8/28/18,11/13/18,35000,,,3,1733 Geneva Avenue,94134,10,McLaren Park,-122.4260868069307,37.71105043940595,100,58,9,9,19,18,7,8,9,309,2,,,,58
B192056,8/19/19,9/16/19,459,,TRUE,1,425 Guerrero Street,94110,8,Mission,-122.42396236993322,37.7643872436741,100,37,3,5,20,19,4,5,8,"28,859",2,,,,37
B190143,1/22/19,4/1/19,1000,,TRUE,1,1454 South Van Ness Avenue,94110,9,Mission,-122.41610598392545,37.74989573547959,100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B152474,9/14/15,11/19/15,5000,,,1,40 adair Street,94103,9,Mission,-122.41799957331362,37.76578535049034,100,53,3,2,20,19,4,7,8,"28,853",2,,,,53
B180355,2/5/18,2/12/18,5100,,,1,2967 Mission Street,94110,9,Mission,-122.41813090931944,37.749588933406024,100,53,3,2,20,19,4,7,2,"28,859",2,,,,53
B181728,5/31/18,7/25/18,6000,,,1,14 Isis Street,94103,6,Mission,-122.41450298271083,37.77048549686538,100,32,1,10,20,19,2,9,8,"28,853",2,,,,32
B152476,9/11/15,9/11/15,6084,,TRUE,1,597 Dolores Street,94110,8,Mission,-122.42582646635006,37.75988246986028,100,37,3,5,20,19,4,5,2,"28,859",1,,,,37
