period,airline,activity,count
201202,Philippine Airlines,Enplaned,8117
201501,Air France,Deplaned,7675
201601,Air Canada,Deplaned,26814
201002,SkyWest Airlines,Enplaned,107952
201202,AirTran Airways,Enplaned,6883
201907,Delta Air Lines,Enplaned,236044
201008,AirTran Airways,Deplaned,24068
201512,Air France,Deplaned,9024
201704,Korean Air Lines,Deplaned,10086
201710,Alaska Airlines,Enplaned,67989
201210,Asiana Airlines,Deplaned,7153
201808,Swiss International,Enplaned,9516
201502,EVA Airways,Deplaned,14499
201908,EVA Airways,Deplaned,29304
201312,Alaska Airlines,Deplaned,50247
201709,Alaska Airlines,Enplaned,68740
201002,United Airlines - Pre 07/01/2013,Thru / Transit,8239
201011,Lufthansa German Airlines,Deplaned,16562
201401,British Airways,Enplaned,15899
201902,"COPA Airlines, Inc.",Enplaned,7183
201106,LAN Peru,Deplaned,2613
201706,Lufthansa German Airlines,Enplaned,22672
201705,EVA Airways,Enplaned,19208
201104,United Airlines - Pre 07/01/2013,Enplaned,492475
201703,China Airlines,Deplaned,9143
201908,Turkish Airlines,Deplaned,10531
201606,Air Canada,Enplaned,50932
201404,Aer Lingus,Deplaned,3525
201611,Volaris Airlines,Deplaned,2496
201311,Republic Airlines,Deplaned,67
201505,Air China,Enplaned,8234
201312,Delta Air Lines,Deplaned,114846
201408,Air China,Deplaned,8641
201709,Delta Air Lines,Enplaned,168652
201705,Turkish Airlines,Enplaned,9258
201712,China Eastern,Deplaned,8609
201207,Emirates,Enplaned,10267
201402,Air Canada,Deplaned,20435
201309,Air New Zealand,Deplaned,9710
201710,Southwest Airlines,Deplaned,160464
201305,SkyWest Airlines,Deplaned,183356
201607,China Airlines,Enplaned,9948
201702,Air China,Deplaned,10248
201006,Emirates,Deplaned,9257
201907,Southwest Airlines,Deplaned,154803
201806,Japan Airlines,Deplaned,6744
201201,Sun Country Airlines,Deplaned,2170
201506,TACA,Enplaned,5800
201510,SkyWest Airlines,Enplaned,181691
201710,Air Berlin,Enplaned,3086
201806,China Southern,Deplaned,10262
201705,Singapore Airlines,Deplaned,12964
201707,Emirates,Deplaned,14690
201004,US Airways,Enplaned,48314
201101,United Airlines - Pre 07/01/2013,Thru / Transit,10052
201404,Air New Zealand,Deplaned,9635
201106,Air New Zealand,Deplaned,7637
201111,Virgin Atlantic,Enplaned,8143
201111,All Nippon Airways,Deplaned,6371
201502,Singapore Airlines,Enplaned,12314
201908,Singapore Airlines,Enplaned,14653
201501,JetBlue Airways,Enplaned,46785
201509,Virgin Atlantic,Deplaned,15368
201803,"COPA Airlines, Inc.",Enplaned,10099
201905,United Airlines,Enplaned,977282
201509,All Nippon Airways,Enplaned,6554
201107,Virgin Atlantic,Deplaned,10817
201107,All Nippon Airways,Enplaned,5923
201512,JetBlue Airways,Enplaned,64351
201708,China Southern,Deplaned,11180
201708,Japan Airlines,Deplaned,7076
201710,Sun Country Airlines,Deplaned,7289
201710,United Airlines,Thru / Transit,334
201010,US Airways,Deplaned,66429
201804,WOW Air,Deplaned,4325
201309,LAN Peru,Deplaned,2619
201704,Hawaiian Airlines,Enplaned,15338
201811,American Airlines,Enplaned,167588
201005,Delta Air Lines,Enplaned,134514
201406,Philippine Airlines,Enplaned,11952
201805,French Bee,Deplaned,1428
201005,Alaska Airlines,Enplaned,35730
201108,JetBlue Airways,Enplaned,38950
201308,SAS Airlines,Deplaned,6637
201201,Southwest Airlines,Deplaned,116384
201507,Emirates,Deplaned,14769
201609,Hawaiian Airlines,Enplaned,15644
201901,China Airlines,Enplaned,9887
201007,TACA,Enplaned,6920
201907,Sun Country Airlines,Deplaned,22488
201907,United Airlines,Thru / Transit,427
201909,Air Canada,Deplaned,41678
201406,AirTran Airways,Enplaned,3580
201107,US Airways,Enplaned,75417
201308,Horizon Air,Enplaned,6000
201703,Singapore Airlines,Deplaned,12949
201509,US Airways,Enplaned,75159
201109,Air Canada,Deplaned,25625
201709,Finnair,Enplaned,2501
201608,American Airlines,Deplaned,197470
201711,American Airlines,Deplaned,154852
201411,Korean Air Lines,Enplaned,5810
201406,KLM Royal Dutch Airlines,Enplaned,11966
201803,Korean Air Lines,Deplaned,12040
201604,China Southern,Deplaned,6593
201111,US Airways,Deplaned,65083
201004,All Nippon Airways,Enplaned,5675
201602,SkyWest Airlines,Enplaned,150101
201604,Japan Airlines,Deplaned,5986
201004,Virgin Atlantic,Deplaned,7721
201206,United Airlines - Pre 07/01/2013,Enplaned,629736
201412,Air China,Enplaned,7391
201810,ABC Aerolineas S.A. de C.V. dba Interjet,Enplaned,3255
201504,Delta Air Lines,Enplaned,128368
201607,Singapore Airlines,Enplaned,14878
201212,Southwest Airlines,Deplaned,125538
201405,Sun Country Airlines,Deplaned,5717
201405,United Airlines,Thru / Transit,4294
201901,EVA Airways,Deplaned,30462
201010,Virgin Atlantic,Enplaned,10578
201010,All Nippon Airways,Deplaned,6853
201303,Korean Air Lines,Enplaned,6463
201306,TACA,Deplaned,5238
201808,Hawaiian Airlines,Deplaned,17510
201404,Aeromexico,Deplaned,10924
201409,British Airways,Enplaned,19011
201106,Aeromexico,Deplaned,2635
201309,Virgin America,Deplaned,150637
201504,Alaska Airlines,Enplaned,62665
201901,Turkish Airlines,Deplaned,9202
201905,Qantas Airways,Deplaned,11686
201001,Hawaiian Airlines,Deplaned,7323
201508,TACA,Enplaned,6376
201609,Swiss International,Deplaned,10528
201110,Delta Air Lines,Enplaned,127630
201603,British Airways,Enplaned,18392
201703,EVA Airways,Enplaned,16458
201906,XL Airways France,Enplaned,1044
201112,American Airlines,Deplaned,116983
201012,Korean Air Lines,Enplaned,4191
201902,Korean Air Lines,Deplaned,11916
201106,Virgin America,Deplaned,144299
201309,Aeromexico,Deplaned,5288
201407,JetBlue Airways,Enplaned,45418
201805,SkyWest Airlines,Deplaned,148796
201807,Jazz Aviation,Enplaned,8223
201404,Virgin America,Deplaned,168141
201701,Asiana Airlines,Enplaned,7903
201904,Jazz Aviation,Deplaned,7944
201705,China Airlines,Deplaned,10707
201110,Alaska Airlines,Enplaned,40891
201502,China Airlines,Enplaned,10094
201703,Turkish Airlines,Enplaned,7255
201908,China Airlines,Enplaned,9221
201704,Swiss International,Deplaned,7803
201212,Sun Country Airlines,Deplaned,4461
201901,Singapore Airlines,Enplaned,14291
201405,Southwest Airlines,Deplaned,142779
201003,Air Canada,Deplaned,17802
201607,EVA Airways,Deplaned,18872
201209,British Airways,Deplaned,18977
201801,Lufthansa German Airlines,Deplaned,22802
201804,Compass Airlines,Deplaned,28160
201812,JetBlue Airways,Enplaned,57842
201607,Turkish Airlines,Deplaned,8017
201006,Pacific Aviation,Deplaned,160
201310,SkyWest Airlines,Enplaned,153209
201808,WestJet Airlines,Enplaned,11784
201512,Frontier Airlines,Enplaned,35735
201803,Hawaiian Airlines,Enplaned,16410
201708,Asiana Airlines,Enplaned,7150
201110,Southwest Airlines,Deplaned,126650
201607,Emirates,Deplaned,14187
201011,TACA,Deplaned,3943
201501,Frontier Airlines,Enplaned,17933
201006,China Airlines,Enplaned,11031
201706,TACA,Enplaned,5947
201202,KLM Royal Dutch Airlines,Enplaned,4421
201207,China Airlines,Deplaned,10970
201008,KLM Royal Dutch Airlines,Deplaned,11191
201905,Aeromexico,Enplaned,12961
201102,Mesa Airlines,Deplaned,3958
201311,Air China,Deplaned,7814
201110,Air Berlin,Enplaned,1315
201411,Hawaiian Airlines,Deplaned,8394
201503,Air China,Deplaned,6576
201812,Cathay Pacific,Deplaned,22555
201609,"COPA Airlines, Inc.",Enplaned,4263
201807,Air Canada,Deplaned,60064
201303,Hawaiian Airlines,Deplaned,8517
201504,Sun Country Airlines,Deplaned,4833
201504,United Airlines,Thru / Transit,1062
201808,Korean Air Lines,Enplaned,14400
201904,Air Canada,Enplaned,31144
201401,SAS Airlines,Enplaned,4124
201405,Delta Air Lines,Enplaned,127156
201703,Emirates,Enplaned,9263
201108,Frontier Airlines,Enplaned,22486
201405,Alaska Airlines,Enplaned,59020
201406,XL Airways France,Enplaned,2798
201103,Air Canada,Deplaned,19577
201209,Horizon Air,Enplaned,5530
201407,Cathay Pacific,Deplaned,19167
201506,Lufthansa German Airlines,Enplaned,23112
201704,"COPA Airlines, Inc.",Enplaned,5746
201811,Compass Airlines,Deplaned,16679
201110,Sun Country Airlines,Deplaned,3083
201511,Air Canada,Enplaned,25594
201608,WOW Air,Enplaned,7124
201711,WOW Air,Enplaned,1900
201507,China Airlines,Enplaned,8742
201901,Emirates,Deplaned,14795
201812,Air France,Deplaned,7446
201001,Korean Air Lines,Enplaned,4326
201210,Japan Airlines,Enplaned,5697
201907,Hong Kong Airlines Limited,Deplaned,5624
201308,British Airways,Deplaned,18714
201012,Hawaiian Airlines,Deplaned,8266
201902,Hawaiian Airlines,Enplaned,13588
201810,Air China,Enplaned,10092
201009,US Airways,Enplaned,64280
201212,Delta Air Lines,Enplaned,104454
201211,American Airlines,Enplaned,121568
201504,Southwest Airlines,Deplaned,148792
201907,Finnair,Enplaned,4187
201105,American Airlines,Enplaned,138199
201906,Air India Limited,Deplaned,8647
201906,KLM Royal Dutch Airlines,Enplaned,16575
201806,Asiana Airlines,Enplaned,9074
201302,Air China,Deplaned,6064
201407,Air France,Deplaned,21819
201212,Alaska Airlines,Enplaned,41891
201707,China Airlines,Enplaned,11111
201007,Lufthansa German Airlines,Enplaned,18082
201107,Philippine Airlines,Enplaned,8754
201010,KLM Royal Dutch Airlines,Deplaned,10679
201408,Southwest Airlines,Deplaned,152182
201509,Philippine Airlines,Enplaned,7284
201605,Lufthansa German Airlines,Deplaned,22197
201802,Alaska Airlines,Enplaned,59342
201909,Qantas Airways,Deplaned,11063
201505,Southwest Airlines,Enplaned,150449
201410,Alaska Airlines,Deplaned,56602
201003,United Airlines,Enplaned,54187
201107,AirTran Airways,Enplaned,28495
201511,Air New Zealand,Deplaned,8196
201608,Hawaiian Airlines,Deplaned,17743
201711,Hawaiian Airlines,Deplaned,14388
201111,AirTran Airways,Deplaned,14005
201210,United Airlines - Pre 07/01/2013,Thru / Transit,4345
201410,Delta Air Lines,Deplaned,133818
201111,Philippine Airlines,Deplaned,8498
201409,JetBlue Airways,Deplaned,41977
201802,Delta Air Lines,Enplaned,98346
201002,Asiana Airlines,Deplaned,4156
201308,Cathay Pacific,Deplaned,19222
201810,Hong Kong Airlines Limited,Enplaned,4969
201208,EVA Airways,Deplaned,16094
201810,Finnair,Deplaned,2641
201406,Virgin Atlantic,Deplaned,10666
201103,LAN Peru,Enplaned,3485
201406,All Nippon Airways,Enplaned,6714
201602,China Southern,Enplaned,5583
201904,Aer Lingus,Deplaned,7490
201907,Air China,Deplaned,13102
201806,French Bee,Deplaned,3371
201808,American Airlines,Deplaned,179198
201004,KLM Royal Dutch Airlines,Enplaned,8760
201602,Japan Airlines,Enplaned,5658
201604,SkyWest Airlines,Deplaned,164076
201702,Southwest Airlines,Deplaned,116050
201807,Aer Lingus,Enplaned,7181
201612,Emirates,Enplaned,13924
201610,Emirates,Deplaned,9835
201710,Air China,Deplaned,8816
201906,Iberia,Deplaned,5382
201307,Aeromexico,Enplaned,5564
201403,Emirates,Enplaned,9232
201601,Virgin America,Enplaned,161656
201209,JetBlue Airways,Enplaned,42429
201505,Sun Country Airlines,Enplaned,7567
201105,WestJet Airlines,Deplaned,6939
201811,Swiss International,Deplaned,8974
201207,United Airlines - Pre 07/01/2013,Deplaned,675737
201511,Aer Lingus,Deplaned,4788
201408,Sun Country Airlines,Deplaned,9440
201408,United Airlines,Thru / Transit,978
201006,United Airlines - Pre 07/01/2013,Enplaned,582859
201308,Air France,Deplaned,20181
201112,Hawaiian Airlines,Deplaned,8279
201307,Virgin America,Enplaned,174467
201601,Aeromexico,Enplaned,10399
201812,British Airways,Deplaned,15530
201001,American Airlines,Deplaned,119173
201803,WOW Air,Deplaned,2699
201101,Asiana Airlines,Deplaned,4725
201109,United Airlines,Enplaned,81028
201805,Japan Airlines,Deplaned,6170
201105,Korean Air Lines,Deplaned,6380
201805,China Southern,Deplaned,8265
201103,Air New Zealand,Enplaned,5886
201702,Sun Country Airlines,Deplaned,3028
201702,United Airlines,Thru / Transit,51
201201,Air China,Deplaned,7482
201906,China Eastern,Enplaned,10688
201603,JetBlue Airways,Deplaned,61855
201606,Qantas Airways,Enplaned,7031
201804,"COPA Airlines, Inc.",Enplaned,8621
201208,Singapore Airlines,Enplaned,15269
201211,Korean Air Lines,Deplaned,5712
201807,Air New Zealand,Enplaned,9303
201903,Lufthansa German Airlines,Enplaned,20177
201104,Emirates,Deplaned,9583
201502,SkyWest Airlines,Thru / Transit,36
201904,Air New Zealand,Deplaned,6794
201203,TACA,Deplaned,5375
201901,French Bee,Thru / Transit,3310
201906,TAP Air Portugal,Thru / Transit,102
201301,TACA,Deplaned,6454
201407,British Airways,Deplaned,19283
201511,Etihad Airways,Deplaned,6882
201801,Volaris Airlines,Enplaned,3463
201611,TACA,Enplaned,5253
201612,Singapore Airlines,Deplaned,13844
201603,Cathay Pacific,Enplaned,19129
201608,Korean Air Lines,Enplaned,9870
201711,Korean Air Lines,Enplaned,11860
201812,Horizon Air,Enplaned,8201
201402,Aeromexico,Enplaned,7854
201411,American Airlines,Deplaned,116316
201904,Southwest Airlines,Thru / Transit,95
201003,Delta Air Lines,Thru / Transit,1448
201601,Qantas Airways,Deplaned,5975
201804,Swiss International,Deplaned,9701
201410,Sun Country Airlines,Enplaned,6810
201406,China Eastern,Enplaned,5457
201104,EVA Airways,Deplaned,10194
201403,Singapore Airlines,Deplaned,13608
201109,LAN Peru,Enplaned,2114
201610,Singapore Airlines,Enplaned,14804
201802,Sun Country Airlines,Deplaned,3455
201802,United Airlines,Thru / Transit,319
201803,American Airlines,Enplaned,158548
201202,Virgin Atlantic,Deplaned,6058
201202,All Nippon Airways,Enplaned,6746
201811,"COPA Airlines, Inc.",Enplaned,8478
201008,All Nippon Airways,Deplaned,7403
201608,WestJet Airlines,Enplaned,8053
201704,Compass Airlines,Deplaned,27139
201008,Virgin Atlantic,Enplaned,10805
201204,Swiss International,Enplaned,6089
201511,United Airlines,Deplaned,707377
201209,Cathay Pacific,Deplaned,18554
201310,Japan Airlines,Enplaned,4616
201003,Air New Zealand,Enplaned,4620
201303,American Airlines,Deplaned,125005
201005,Air China,Deplaned,6997
201409,Air France,Enplaned,15447
201606,Aeromexico,Deplaned,11327
201609,Compass Airlines,Deplaned,27654
201206,China Airlines,Enplaned,10838
201610,Turkish Airlines,Deplaned,8607
201112,Korean Air Lines,Enplaned,6609
201208,Emirates,Deplaned,10066
201712,Philippine Airlines,Deplaned,10301
201505,Delta Air Lines,Deplaned,140772
201012,American Airlines,Deplaned,122938
201902,American Airlines,Enplaned,137277
201408,Delta Air Lines,Enplaned,160664
201709,Air China,Deplaned,9787
201807,United Airlines,Enplaned,1113146
201205,Lufthansa German Airlines,Deplaned,22853
201312,Air China,Enplaned,8179
201603,Air France,Enplaned,10574
201612,EVA Airways,Enplaned,18694
201904,United Airlines,Deplaned,947573
201909,Aeromexico,Enplaned,12097
201501,SAS Airlines,Deplaned,4891
201610,EVA Airways,Deplaned,15045
201408,Alaska Airlines,Enplaned,73548
201802,Southwest Airlines,Deplaned,132332
201305,Asiana Airlines,Enplaned,8232
201907,ABC Aerolineas S.A. de C.V. dba Interjet,Deplaned,6220
201109,Air New Zealand,Enplaned,7004
201505,Alaska Airlines,Deplaned,63434
201510,Asiana Airlines,Deplaned,7483
201512,SAS Airlines,Deplaned,5758
201606,Virgin America,Deplaned,219468
201906,Virgin Atlantic,Deplaned,12712
201104,Singapore Airlines,Enplaned,12507
201403,EVA Airways,Enplaned,13276
201410,Southwest Airlines,Enplaned,144081
201906,All Nippon Airways,Enplaned,7359
201103,United Airlines,Enplaned,56940
201612,Turkish Airlines,Enplaned,9100
201009,Philippine Airlines,Enplaned,7541
201402,Virgin America,Enplaned,134611
201702,Delta Air Lines,Enplaned,91569
201511,Southwest Airlines,Thru / Transit,7
201209,Air France,Deplaned,21181
201304,TACA,Enplaned,4763
201006,Mexicana Airlines,Enplaned,12525
201210,SkyWest Airlines,Enplaned,187566
201011,Mesa Airlines,Deplaned,7341
201808,WOW Air,Enplaned,9474
201712,Air Pacific Limited dba Fiji Airways,Enplaned,2621
201009,AirTran Airways,Enplaned,16409
201409,Cathay Pacific,Enplaned,14977
201105,Hawaiian Airlines,Enplaned,7290
201308,JetBlue Airways,Enplaned,52071
201401,Frontier Airlines,Deplaned,13887
201809,China Airlines,Deplaned,8503
201102,TACA,Deplaned,4171
201702,Alaska Airlines,Enplaned,56620
201211,Hawaiian Airlines,Enplaned,8215
201906,Air Canada,Deplaned,44940
201210,British Airways,Enplaned,19542
201507,Compass Airlines,Deplaned,37596
201612,Korean Air Lines,Enplaned,10261
201005,Lufthansa German Airlines,Enplaned,17846
201608,Singapore Airlines,Deplaned,15080
201711,Singapore Airlines,Deplaned,12410
201212,TACA,Enplaned,7142
201308,Japan Airlines,Deplaned,7344
201703,American Airlines,Deplaned,152696
201112,EVA Airways,Enplaned,14260
201401,Asiana Airlines,Deplaned,8507
201306,Southwest Airlines,Enplaned,141819
201403,Korean Air Lines,Enplaned,5286
201009,Qantas Airways,Deplaned,4461
201106,US Airways,Deplaned,72684
201307,Philippine Airlines,Enplaned,8642
201004,Air New Zealand,Enplaned,4165
201404,US Airways,Deplaned,70367
201307,AirTran Airways,Enplaned,10649
201610,Korean Air Lines,Deplaned,8059
201107,Aeromexico,Enplaned,4962
201305,Frontier Airlines,Enplaned,16091
201708,SAS Airlines,Deplaned,7243
201509,Aeromexico,Enplaned,9425
201004,Delta Air Lines,Thru / Transit,1092
201607,American Airlines,Enplaned,206342
201511,KLM Royal Dutch Airlines,Deplaned,7509
201510,Frontier Airlines,Deplaned,28141
201809,"COPA Airlines, Inc.",Deplaned,8399
201508,Sun Country Airlines,Deplaned,11244
201508,United Airlines,Thru / Transit,409
201707,Compass Airlines,Deplaned,27978
201712,Qantas Airways,Enplaned,8213
201903,ABC Aerolineas S.A. de C.V. dba Interjet,Deplaned,5264
201010,Air New Zealand,Deplaned,4619
201111,Aeromexico,Deplaned,2570
201805,Air France,Deplaned,17227
201602,Cathay Pacific,Enplaned,14626
201610,WestJet Airlines,Deplaned,5108
201905,Thomas Cook Airlines,Enplaned,2328
201509,Virgin America,Enplaned,172979
201211,Emirates,Deplaned,8305
201405,TACA,Enplaned,4789
201107,Virgin America,Enplaned,149324
201112,Singapore Airlines,Deplaned,14783
201806,SAS Airlines,Deplaned,6890
201105,Emirates,Deplaned,9642
201608,EVA Airways,Enplaned,16582
201711,EVA Airways,Enplaned,21363
201807,Air India Limited,Deplaned,5995
201807,KLM Royal Dutch Airlines,Enplaned,14274
201810,Volaris Airlines,Enplaned,1947
201505,Mesa Airlines,Deplaned,345
201310,JetBlue Airways,Deplaned,46311
201904,Air India Limited,Enplaned,6306
201904,KLM Royal Dutch Airlines,Deplaned,16421
201306,Sun Country Airlines,Enplaned,6491
201608,Turkish Airlines,Enplaned,8870
201711,Turkish Airlines,Enplaned,8890
201103,KLM Royal Dutch Airlines,Enplaned,7869
201104,Korean Air Lines,Deplaned,4429
201111,Virgin America,Deplaned,138537
201011,Delta Air Lines,Deplaned,119331
201706,Delta Air Lines,Enplaned,183251
201508,Southwest Airlines,Deplaned,159846
201901,American Airlines,Enplaned,144160
201205,Air China,Enplaned,7713
201312,Lufthansa German Airlines,Deplaned,16132
201309,US Airways,Deplaned,63532
201709,Lufthansa German Airlines,Enplaned,23031
201602,Air France,Enplaned,7636
201811,China Airlines,Enplaned,9662
201805,Cathay Pacific,Deplaned,23140
201010,LAN Peru,Deplaned,3133
201202,Air Canada,Deplaned,17047
201208,Hawaiian Airlines,Enplaned,8092
201601,Philippine Airlines,Enplaned,12554
201011,Alaska Airlines,Deplaned,37746
201008,Air Canada,Enplaned,34774
201706,Alaska Airlines,Enplaned,49066
201010,United Airlines,Deplaned,67984
201403,Hawaiian Airlines,Deplaned,8464
201712,Virgin America,Deplaned,233404
201610,Hawaiian Airlines,Enplaned,16541
201710,Lufthansa German Airlines,Enplaned,22133
201003,KLM Royal Dutch Airlines,Enplaned,6905
201603,China Southern,Enplaned,6053
201502,Compass Airlines,Deplaned,34168
201907,Lufthansa German Airlines,Enplaned,21156
201908,Compass Airlines,Deplaned,11186
201204,China Airlines,Deplaned,9981
201603,Japan Airlines,Enplaned,6879
201612,Hawaiian Airlines,Deplaned,15400
201407,SkyWest Airlines,Deplaned,158571
201410,Mesa Airlines,Deplaned,5449
201606,Philippine Airlines,Deplaned,11991
201705,Compass Airlines,Enplaned,29465
201805,JetBlue Airways,Enplaned,70574
201009,Virgin America,Enplaned,93460
201211,EVA Airways,Deplaned,12295
201310,Cathay Pacific,Enplaned,19327
201402,Philippine Airlines,Enplaned,8778
201402,AirTran Airways,Enplaned,2825
201508,Delta Air Lines,Enplaned,178226
201608,Emirates,Enplaned,12874
201711,Emirates,Enplaned,13939
201101,Frontier Airlines,Deplaned,14537
201105,EVA Airways,Deplaned,11782
201110,TACA,Enplaned,4796
201011,Southwest Airlines,Enplaned,129379
201004,United Airlines,Enplaned,57500
201706,Southwest Airlines,Deplaned,163922
201508,Alaska Airlines,Enplaned,69171
201606,Air Pacific Limited dba Fiji Airways,Enplaned,1212
201812,SkyWest Airlines,Deplaned,176756
201209,Japan Airlines,Deplaned,6399
201804,China Airlines,Enplaned,8680
201605,Air China,Enplaned,9136
201706,Air Berlin,Enplaned,11413
201009,Aeromexico,Enplaned,3303
201306,Alaska Airlines,Deplaned,47623
201504,TACA,Enplaned,4531
201809,Swiss International,Enplaned,9206
201903,Air China,Deplaned,8981
201010,Southwest Airlines,Thru / Transit,40
201703,WOW Air,Enplaned,7515
201104,Hawaiian Airlines,Enplaned,9681
201208,WestJet Airlines,Deplaned,8053
201604,British Airways,Deplaned,19022
201902,French Bee,Thru / Transit,2322
201201,Lufthansa German Airlines,Enplaned,15595
201602,JetBlue Airways,Deplaned,61855
201909,Air Pacific Limited dba Fiji Airways,Deplaned,2842
201210,Horizon Air,Deplaned,5348
201306,Delta Air Lines,Deplaned,146843
201109,KLM Royal Dutch Airlines,Enplaned,12100
201712,Aeromexico,Deplaned,13493
201706,Sun Country Airlines,Deplaned,9451
201706,United Airlines,Thru / Transit,489
201011,Sun Country Airlines,Enplaned,2451
201105,Singapore Airlines,Enplaned,15866
201409,Japan Airlines,Enplaned,4671
201112,Emirates,Enplaned,10560
201208,Korean Air Lines,Deplaned,8527
201208,Servisair,Enplaned,71
201310,Air France,Enplaned,13614
201807,XL Airways France,Enplaned,3666
201002,Frontier Airlines,Deplaned,11427
201211,Singapore Airlines,Enplaned,15108
201607,WOW Air,Deplaned,7421
201909,Icelandair EHF,Deplaned,3637
201906,Jazz Aviation,Enplaned,10443
201909,Philippine Airlines,Enplaned,8093
201206,Swiss International,Deplaned,6244
201406,Air Canada,Deplaned,36917
201701,SAS Airlines,Deplaned,5741
201506,Air China,Deplaned,9438
201304,Delta Air Lines,Enplaned,107903
201604,Cathay Pacific,Deplaned,20436
201102,Alaska Airlines,Deplaned,34444
201702,TACA,Enplaned,4611
201102,Delta Air Lines,Deplaned,91083
201202,United Airlines,Enplaned,57102
201703,Hawaiian Airlines,Deplaned,15325
201203,Sun Country Airlines,Enplaned,2637
201304,Alaska Airlines,Enplaned,44186
201404,Philippine Airlines,Deplaned,11827
201008,United Airlines,Deplaned,74853
201106,Philippine Airlines,Deplaned,9780
201301,Sun Country Airlines,Enplaned,2738
201307,US Airways,Enplaned,71393
201106,AirTran Airways,Deplaned,25825
201303,Emirates,Enplaned,8662
201511,Virgin Atlantic,Enplaned,9848
201806,Frontier Airlines,Enplaned,11960
201404,AirTran Airways,Deplaned,3813
201511,All Nippon Airways,Deplaned,6445
201001,EVA Airways,Enplaned,13639
201311,Lufthansa German Airlines,Enplaned,16850
201408,TACA,Enplaned,4836
201411,Emirates,Enplaned,10408
201503,Lufthansa German Airlines,Enplaned,21917
201808,Singapore Airlines,Deplaned,15199
201210,JetBlue Airways,Deplaned,43301
201505,TACA,Deplaned,5208
201406,Air New Zealand,Enplaned,8744
201707,"COPA Airlines, Inc.",Enplaned,8999
201607,Hawaiian Airlines,Enplaned,17415
201809,Compass Airlines,Enplaned,22280
201903,Hong Kong Airlines Limited,Deplaned,4049
201308,SkyWest Airlines,Deplaned,175456
201803,Emirates,Deplaned,14758
201604,Air France,Deplaned,13146
201007,Air China,Deplaned,7392
201204,United Airlines - Pre 07/01/2013,Deplaned,546655
201302,Lufthansa German Airlines,Enplaned,13877
201612,WOW Air,Enplaned,5843
201001,Singapore Airlines,Deplaned,14954
201610,WOW Air,Deplaned,6095
201203,Southwest Airlines,Enplaned,119482
201108,Asiana Airlines,Enplaned,7583
201810,Lufthansa German Airlines,Deplaned,23062
201008,Southwest Airlines,Thru / Transit,118
201301,Southwest Airlines,Enplaned,107538
201208,American Airlines,Enplaned,144294
201310,British Airways,Enplaned,19067
201709,Volaris Airlines,Deplaned,3030
201012,Emirates,Enplaned,10584
201705,Swiss International,Enplaned,8534
201902,Emirates,Deplaned,13030
201502,Swiss International,Deplaned,5402
201906,United Airlines,Enplaned,1110128
201908,Swiss International,Deplaned,10030
201805,Horizon Air,Enplaned,10017
201808,EVA Airways,Enplaned,26033
201103,All Nippon Airways,Enplaned,4821
201611,Delta Air Lines,Enplaned,141043
201704,China Airlines,Enplaned,8822
201103,Virgin Atlantic,Deplaned,7916
201309,Philippine Airlines,Deplaned,8322
201406,Aer Lingus,Enplaned,5728
201611,Alaska Airlines,Enplaned,64787
201510,SAS Airlines,Enplaned,6674
201512,Asiana Airlines,Enplaned,7433
201609,China Airlines,Enplaned,8984
201901,Hawaiian Airlines,Enplaned,16046
201501,Asiana Airlines,Enplaned,6423
201807,Virgin Atlantic,Deplaned,19915
201808,Turkish Airlines,Enplaned,9880
201807,All Nippon Airways,Enplaned,7115
201909,Thomas Cook Airlines,Enplaned,2336
201305,SAS Airlines,Deplaned,6103
201708,Frontier Airlines,Enplaned,28791
201904,Virgin Atlantic,Enplaned,11395
201309,AirTran Airways,Deplaned,9609
201904,All Nippon Airways,Deplaned,6624
201703,Korean Air Lines,Enplaned,7667
201705,"COPA Airlines, Inc.",Deplaned,5730
201012,EVA Airways,Enplaned,11673
201607,WestJet Airlines,Deplaned,8749
201902,EVA Airways,Deplaned,23008
201203,Alaska Airlines,Deplaned,39078
201808,Emirates,Enplaned,13791
201812,Japan Airlines,Deplaned,5597
201411,Singapore Airlines,Deplaned,12043
201209,SkyWest Airlines,Deplaned,172304
201301,Alaska Airlines,Deplaned,41122
201612,American Airlines,Deplaned,164423
201812,China Southern,Deplaned,9022
201906,Aer Lingus,Enplaned,9168
201908,"COPA Airlines, Inc.",Enplaned,6951
201210,Air France,Enplaned,12366
201304,Sun Country Airlines,Deplaned,2835
201301,Delta Air Lines,Deplaned,94613
201610,American Airlines,Enplaned,185853
201803,Singapore Airlines,Enplaned,12995
201807,Iberia,Deplaned,3702
201203,Delta Air Lines,Deplaned,106826
201406,United Airlines,Enplaned,839154
201902,Turkish Airlines,Deplaned,8841
201904,Iberia,Enplaned,4424
201403,American Airlines,Deplaned,120150
201710,Volaris Airlines,Deplaned,2834
201905,Air Pacific Limited dba Fiji Airways,Deplaned,3007
201207,Swiss International,Enplaned,6397
201607,Korean Air Lines,Deplaned,10803
201611,Southwest Airlines,Deplaned,160193
201701,Frontier Airlines,Enplaned,21945
201402,US Airways,Enplaned,51648
201412,Lufthansa German Airlines,Deplaned,19504
201603,SkyWest Airlines,Enplaned,170535
201202,Air New Zealand,Enplaned,8037
201511,China Eastern,Deplaned,5531
201504,Mesa Airlines,Enplaned,3303
201008,Air New Zealand,Deplaned,5646
