period,airline,activity,count
201407,Japan Airlines,Deplaned,5627
201905,Icelandair EHF,Deplaned,2793
201805,British Airways,Deplaned,19504
201905,Philippine Airlines,Enplaned,16804
201303,Singapore Airlines,Deplaned,17389
201310,Horizon Air,Deplaned,4714
201003,All Nippon Airways,Enplaned,6706
201006,Swiss International,Deplaned,5217
201003,Virgin Atlantic,Deplaned,8570
201210,Cathay Pacific,Enplaned,19662
201304,Southwest Airlines,Deplaned,134858
201004,Air Canada,Deplaned,17503
201411,EVA Airways,Enplaned,15980
201807,China Eastern,Enplaned,9968
201012,Singapore Airlines,Deplaned,14311
201707,Swiss International,Deplaned,10318
201902,Singapore Airlines,Enplaned,12564
201803,Turkish Airlines,Deplaned,9839
201904,China Eastern,Deplaned,10142
201110,Mesa Airlines,Enplaned,4017
201109,Virgin Atlantic,Deplaned,10619
201906,Air New Zealand,Enplaned,6444
201109,All Nippon Airways,Enplaned,6389
201801,Air China,Enplaned,8790
201104,American Airlines,Enplaned,132479
201409,SkyWest Airlines,Enplaned,154213
201102,Southwest Airlines,Enplaned,104353
201803,EVA Airways,Deplaned,23899
201604,JetBlue Airways,Enplaned,64507
201901,Korean Air Lines,Deplaned,16069
201010,Air Canada,Enplaned,22955
201202,LAN Peru,Enplaned,2576
201611,Sun Country Airlines,Deplaned,6713
201611,United Airlines,Thru / Transit,1282
201008,LAN Peru,Deplaned,3257
201802,TACA,Enplaned,5396
201303,EVA Airways,Enplaned,12517
201410,TACA,Deplaned,8970
201001,Emirates,Enplaned,8027
201507,Swiss International,Deplaned,11704
201602,British Airways,Enplaned,16230
201101,Horizon Air,Deplaned,6886
201109,US Airways,Enplaned,67406
201803,China Airlines,Enplaned,11242
201509,Air Canada,Deplaned,39453
201702,Lufthansa German Airlines,Enplaned,15774
201107,Air Canada,Deplaned,37669
201108,Japan Airlines,Deplaned,7521
201112,United Airlines - Pre 07/01/2013,Deplaned,558026
201006,Hawaiian Airlines,Enplaned,7557
201207,Hawaiian Airlines,Deplaned,8029
201111,Air Canada,Enplaned,17538
201701,Cathay Pacific,Deplaned,22482
201903,Sun Country Airlines,Deplaned,4007
201903,United Airlines,Thru / Transit,314
201411,China Airlines,Deplaned,8104
201601,China Eastern,Enplaned,6306
201408,Lufthansa German Airlines,Enplaned,24392
201503,TACA,Enplaned,5195
201512,China Southern,Deplaned,5723
201605,Southwest Airlines,Enplaned,148420
201708,JetBlue Airways,Enplaned,68979
201901,"COPA Airlines, Inc.",Enplaned,8846
201205,Delta Air Lines,Deplaned,117201
201303,China Airlines,Deplaned,9057
201512,Japan Airlines,Deplaned,5712
201909,Virgin Atlantic,Deplaned,13172
201311,TACA,Enplaned,5304
201807,Thomas Cook Airlines,Enplaned,3788
201909,All Nippon Airways,Enplaned,6037
201501,China Southern,Deplaned,2774
201505,Lufthansa German Airlines,Deplaned,22810
201906,Aeromexico,Enplaned,18418
201501,Japan Airlines,Deplaned,5988
201605,Air Berlin,Deplaned,2159
201706,Air China,Deplaned,9237
201011,Air China,Enplaned,6340
201202,Virgin America,Enplaned,140973
201008,Virgin America,Deplaned,108429
201205,Alaska Airlines,Deplaned,39128
201712,Jazz Aviation,Deplaned,3194
201002,Horizon Air,Deplaned,7906
201806,JetBlue Airways,Enplaned,73777
201703,"COPA Airlines, Inc.",Deplaned,5839
201705,Korean Air Lines,Enplaned,14034
201007,Republic Airlines,Deplaned,6289
201606,All Nippon Airways,Deplaned,7176
201302,TACA,Enplaned,4980
201502,Korean Air Lines,Deplaned,5721
201606,Virgin Atlantic,Enplaned,15381
201908,Korean Air Lines,Deplaned,16008
201310,SAS Airlines,Enplaned,5999
201507,Hawaiian Airlines,Enplaned,15048
201609,Emirates,Deplaned,11765
201008,Aeromexico,Deplaned,3500
201305,British Airways,Deplaned,18224
201905,Air India Limited,Deplaned,8927
201905,KLM Royal Dutch Airlines,Enplaned,16854
201202,Aeromexico,Enplaned,2507
201704,Emirates,Deplaned,11495
201903,Southwest Airlines,Deplaned,134267
201206,American Airlines,Enplaned,141404
201701,Air France,Deplaned,9853
201510,British Airways,Enplaned,22169
201012,China Airlines,Deplaned,10219
201810,TACA,Deplaned,5931
201902,China Airlines,Enplaned,8331
201705,WestJet Airlines,Enplaned,9876
201809,American Airlines,Deplaned,149604
201005,Mesa Airlines,Enplaned,10607
201607,"COPA Airlines, Inc.",Enplaned,4559
201003,US Airways,Enplaned,45513
201401,SkyWest Airlines,Enplaned,149017
201605,Sun Country Airlines,Enplaned,7522
201907,El Al Israel Airlines LTD.,Enplaned,2346
201908,WestJet Airlines,Deplaned,14271
201307,China Eastern,Enplaned,5299
201402,All Nippon Airways,Enplaned,5519
201402,Virgin Atlantic,Deplaned,7214
201210,Frontier Airlines,Deplaned,19427
201707,Hawaiian Airlines,Enplaned,16619
201207,Korean Air Lines,Enplaned,7895
201607,Swiss International,Deplaned,12029
201008,Qantas Airways,Enplaned,3376
201708,Air France,Deplaned,23227
201903,Alaska Airlines,Enplaned,252608
201305,Horizon Air,Enplaned,5717
201306,Air China,Enplaned,7727
201909,China Eastern,Enplaned,8585
201309,KLM Royal Dutch Airlines,Deplaned,11669
201002,British Airways,Enplaned,13400
201903,Delta Air Lines,Enplaned,166121
201805,SAS Airlines,Deplaned,6558
201006,Korean Air Lines,Deplaned,6039
201211,United Airlines - Pre 07/01/2013,Enplaned,438602
201412,TACA,Deplaned,5454
201809,WOW Air,Enplaned,8390
201703,Swiss International,Enplaned,6342
201205,Sun Country Airlines,Enplaned,3582
201207,WestJet Airlines,Enplaned,8251
201704,Turkish Airlines,Deplaned,8986
201105,United Airlines - Pre 07/01/2013,Enplaned,549283
201601,All Nippon Airways,Enplaned,6484
201806,Cathay Pacific,Deplaned,23275
201601,Virgin Atlantic,Deplaned,10769
201609,EVA Airways,Deplaned,16296
201808,China Airlines,Deplaned,10128
201704,EVA Airways,Deplaned,18545
201406,Virgin America,Enplaned,185855
201006,WestJet Airlines,Deplaned,4592
201103,US Airways,Enplaned,61874
201609,Turkish Airlines,Deplaned,8665
201604,Frontier Airlines,Enplaned,29434
201307,Virgin Atlantic,Deplaned,11275
201307,All Nippon Airways,Enplaned,5764
201402,China Eastern,Enplaned,4774
201610,Compass Airlines,Deplaned,21042
201001,China Airlines,Deplaned,11200
201901,Swiss International,Deplaned,9366
201708,Cathay Pacific,Deplaned,22073
201403,Compass Airlines,Enplaned,35898
201707,WestJet Airlines,Deplaned,12405
201712,Air Canada,Enplaned,32394
201909,Iberia,Deplaned,6615
201406,Aeromexico,Enplaned,12856
201602,SAS Airlines,Enplaned,3958
201705,Hawaiian Airlines,Deplaned,16202
201101,British Airways,Enplaned,14645
201502,Hawaiian Airlines,Enplaned,11207
201908,Hawaiian Airlines,Enplaned,15378
201507,Korean Air Lines,Deplaned,7986
201612,Compass Airlines,Enplaned,18577
201812,Asiana Airlines,Enplaned,8907
201609,Singapore Airlines,Enplaned,12840
201806,Air France,Deplaned,20600
201707,Korean Air Lines,Deplaned,17964
201009,Air Canada,Deplaned,26703
201605,Delta Air Lines,Deplaned,169093
201205,Southwest Airlines,Enplaned,125198
201106,KLM Royal Dutch Airlines,Deplaned,10747
201605,Alaska Airlines,Deplaned,63401
201802,Lufthansa German Airlines,Enplaned,17044
201404,KLM Royal Dutch Airlines,Deplaned,11882
201407,Asiana Airlines,Enplaned,7645
201704,Singapore Airlines,Enplaned,12247
201906,Qantas Airways,Deplaned,13167
201507,WestJet Airlines,Deplaned,8701
201508,Air China,Deplaned,10194
201606,China Eastern,Deplaned,7931
201811,French Bee,Thru / Transit,3567
201701,JetBlue Airways,Enplaned,68522
201205,Air Berlin,Deplaned,1816
201410,Lufthansa German Airlines,Deplaned,23513
201204,Singapore Airlines,Deplaned,14765
201801,Sun Country Airlines,Enplaned,4408
201005,TACA,Enplaned,3848
201109,Philippine Airlines,Enplaned,6443
201908,Air Italy S.P.A,Enplaned,3251
201007,Alaska Airlines,Enplaned,46151
201109,AirTran Airways,Enplaned,17019
201207,American Airlines,Deplaned,146752
201212,Lufthansa German Airlines,Enplaned,17092
201705,WOW Air,Enplaned,4797
201708,British Airways,Deplaned,20899
201002,Air France,Enplaned,5693
201010,Qantas Airways,Enplaned,4533
201310,Frontier Airlines,Deplaned,19265
201007,Delta Air Lines,Enplaned,161110
201309,China Eastern,Deplaned,6195
201512,SkyWest Airlines,Deplaned,174481
201006,American Airlines,Enplaned,147565
201909,Air India Limited,Deplaned,7522
201909,KLM Royal Dutch Airlines,Enplaned,18135
201702,Volaris Airlines,Deplaned,4369
201812,French Bee,Deplaned,7956
201001,United Airlines - Pre 07/01/2013,Deplaned,466019
201101,Cathay Pacific,Enplaned,20381
201501,SkyWest Airlines,Deplaned,158237
201712,Air New Zealand,Deplaned,8779
201001,Midwest Airlines,Deplaned,1690
201612,Swiss International,Enplaned,5536
201804,Singapore Airlines,Enplaned,11583
201403,Swiss International,Enplaned,6136
201111,Southwest Airlines,Thru / Transit,163
201610,Swiss International,Deplaned,6479
201009,Air New Zealand,Enplaned,6036
201108,SkyWest Airlines,Deplaned,175032
201004,Qantas Airways,Deplaned,4807
201611,Air China,Deplaned,10860
201901,Compass Airlines,Deplaned,19760
201206,Hawaiian Airlines,Enplaned,8432
201402,KLM Royal Dutch Airlines,Enplaned,4695
201405,Lufthansa German Airlines,Enplaned,23408
201102,Air China,Enplaned,5914
201712,Aer Lingus,Deplaned,5698
201503,Mesa Airlines,Enplaned,5861
201801,Southwest Airlines,Enplaned,137965
201204,EVA Airways,Enplaned,10092
201506,Alaska Airlines,Enplaned,67711
201811,Emirates,Deplaned,13709
201101,Air France,Enplaned,7084
201307,XL Airways France,Enplaned,2378
201506,Delta Air Lines,Enplaned,172519
201507,American Airlines,Enplaned,127472
201703,Compass Airlines,Enplaned,25030
201304,Air China,Deplaned,8737
201401,Japan Airlines,Enplaned,4219
201002,Cathay Pacific,Enplaned,17346
201308,Asiana Airlines,Enplaned,6924
201509,United Airlines,Enplaned,771810
201707,American Airlines,Enplaned,170479
201905,Virgin Atlantic,Deplaned,11466
201905,All Nippon Airways,Enplaned,7234
201003,AirTran Airways,Enplaned,8139
201107,United Airlines,Enplaned,83440
201804,EVA Airways,Deplaned,24418
201806,British Airways,Deplaned,20706
201003,Philippine Airlines,Enplaned,10290
201404,China Eastern,Deplaned,6524
201510,JetBlue Airways,Deplaned,64440
201105,China Airlines,Enplaned,11107
201312,TACA,Deplaned,4978
201709,TACA,Enplaned,5388
201804,Turkish Airlines,Deplaned,9607
201606,Air India Limited,Enplaned,2833
201606,KLM Royal Dutch Airlines,Deplaned,14298
201607,Compass Airlines,Deplaned,26401
201809,Hawaiian Airlines,Deplaned,14343
201009,LAN Peru,Enplaned,2612
201104,Swiss International,Deplaned,6280
201111,United Airlines,Deplaned,76188
201211,China Airlines,Enplaned,10015
201305,JetBlue Airways,Enplaned,45968
201012,United Airlines - Pre 07/01/2013,Deplaned,508790
201904,Air Pacific Limited dba Fiji Airways,Enplaned,2834
201009,United Airlines,Enplaned,64414
201111,LAN Peru,Deplaned,1889
201509,Aer Lingus,Enplaned,7680
201807,Air Pacific Limited dba Fiji Airways,Deplaned,3509
201801,Delta Air Lines,Deplaned,105247
201804,Emirates,Deplaned,14331
201905,Iberia,Deplaned,4889
201004,Virgin America,Enplaned,104094
201602,Frontier Airlines,Deplaned,23753
201710,TACA,Enplaned,5559
201007,Sun Country Airlines,Deplaned,3944
201608,China Airlines,Deplaned,10625
201711,China Airlines,Deplaned,10608
201305,Cathay Pacific,Deplaned,17817
201907,TACA,Enplaned,8218
201510,Cathay Pacific,Enplaned,19293
201801,Alaska Airlines,Deplaned,62932
201107,LAN Peru,Enplaned,2817
201506,Southwest Airlines,Deplaned,150533
201601,Air India Limited,Deplaned,3258
201601,KLM Royal Dutch Airlines,Enplaned,5930
201010,Virgin America,Deplaned,105270
201707,WOW Air,Deplaned,9138
201309,Virgin Atlantic,Enplaned,10836
201309,All Nippon Airways,Deplaned,6501
201712,United Airlines,Deplaned,890099
201904,Philippine Airlines,Deplaned,9300
201001,Mexicana Airlines,Deplaned,12417
201807,Philippine Airlines,Enplaned,13887
201811,EVA Airways,Deplaned,22908
201110,Lufthansa German Airlines,Enplaned,20719
201204,Emirates,Enplaned,7745
201409,Asiana Airlines,Deplaned,8053
201806,Horizon Air,Enplaned,6278
201904,Icelandair EHF,Enplaned,2954
201103,AirTran Airways,Enplaned,13629
201509,Etihad Airways,Enplaned,4361
201909,XL Airways France,Enplaned,1031
201002,JetBlue Airways,Deplaned,25315
201807,Icelandair EHF,Deplaned,4400
201103,Philippine Airlines,Enplaned,8909
201811,Turkish Airlines,Deplaned,9568
201106,All Nippon Airways,Deplaned,6301
201404,Virgin Atlantic,Enplaned,9926
201106,Virgin Atlantic,Enplaned,10250
201301,Air China,Enplaned,7105
201404,All Nippon Airways,Deplaned,6124
201502,American Airlines,Enplaned,97746
201603,Asiana Airlines,Deplaned,7514
201612,"COPA Airlines, Inc.",Deplaned,7788
201805,Frontier Airlines,Enplaned,8189
201908,American Airlines,Enplaned,185793
201010,Aeromexico,Deplaned,3730
201111,Air New Zealand,Deplaned,5887
201412,Mesa Airlines,Deplaned,3956
201203,Air China,Enplaned,6883
201007,Air Berlin,Enplaned,2261
201208,Swiss International,Deplaned,6601
201504,Lufthansa German Airlines,Enplaned,21809
201511,Philippine Airlines,Deplaned,9701
201809,WestJet Airlines,Enplaned,8988
201705,American Airlines,Deplaned,163892
201206,Korean Air Lines,Deplaned,6836
201206,Servisair,Enplaned,62
201701,British Airways,Deplaned,18667
201905,China Eastern,Enplaned,10352
201112,China Airlines,Deplaned,9056
201708,Horizon Air,Enplaned,1816
201201,TACA,Enplaned,5384
201506,Sun Country Airlines,Deplaned,9610
201506,United Airlines,Thru / Transit,371
201510,Air France,Enplaned,14356
201007,Southwest Airlines,Deplaned,134113
201305,Air France,Deplaned,16052
201509,Air New Zealand,Enplaned,8903
201606,XL Airways France,Deplaned,2153
201107,Air New Zealand,Enplaned,7231
201610,"COPA Airlines, Inc.",Enplaned,4268
201604,SAS Airlines,Deplaned,6190
201802,Volaris Airlines,Deplaned,3724
201811,Singapore Airlines,Enplaned,13230
201004,Aeromexico,Enplaned,3209
201209,Asiana Airlines,Enplaned,6612
201809,Korean Air Lines,Enplaned,10966
201712,Southwest Airlines,Thru / Transit,87
201907,TAP Air Portugal,Enplaned,4728
201706,Finnair,Enplaned,3164
201307,KLM Royal Dutch Airlines,Enplaned,11365
201101,JetBlue Airways,Deplaned,29836
201206,WestJet Airlines,Deplaned,7562
201303,United Airlines - Pre 07/01/2013,Deplaned,452354
201105,US Airways,Enplaned,72323
201902,Air Pacific Limited dba Fiji Airways,Deplaned,1379
201301,Cathay Pacific,Deplaned,19550
201009,American Airlines,Enplaned,136177
201705,Southwest Airlines,Thru / Transit,124
201707,Aer Lingus,Enplaned,6936
201203,Cathay Pacific,Deplaned,19241
201905,Turkish Airlines,Deplaned,9587
201909,French Bee,Thru / Transit,5863
201205,Frontier Airlines,Enplaned,18659
201211,US Airways,Enplaned,66682
201507,Etihad Airways,Enplaned,5312
201604,Sun Country Airlines,Enplaned,5187
201103,United Airlines - Pre 07/01/2013,Enplaned,495578
201703,Qantas Airways,Enplaned,6374
201804,All Nippon Airways,Enplaned,5293
201804,Virgin Atlantic,Deplaned,11136
201611,JetBlue Airways,Deplaned,63557
201905,EVA Airways,Deplaned,27352
201006,Air New Zealand,Enplaned,5397
201012,AirTran Airways,Deplaned,13436
201506,SAS Airlines,Enplaned,7268
201405,Japan Airlines,Enplaned,5042
201712,American Airlines,Deplaned,160889
201012,Philippine Airlines,Deplaned,8896
201902,Philippine Airlines,Enplaned,9452
201204,All Nippon Airways,Deplaned,6833
201008,Swiss International,Enplaned,5607
201204,Virgin Atlantic,Enplaned,10709
201202,Swiss International,Deplaned,4884
201005,Asiana Airlines,Deplaned,4681
201607,Qantas Airways,Deplaned,8226
201902,Icelandair EHF,Deplaned,1937
201309,Emirates,Enplaned,8947
201811,Iberia,Deplaned,2312
201707,Etihad Airways,Enplaned,2790
201011,British Airways,Deplaned,14198
201207,Air New Zealand,Deplaned,8195
201401,Lufthansa German Airlines,Enplaned,16885
201507,Aer Lingus,Enplaned,7056
201706,British Airways,Enplaned,20942
201312,Asiana Airlines,Enplaned,7379
201609,XL Airways France,Enplaned,2197
201705,United Airlines,Deplaned,902838
201203,Air France,Deplaned,8568
201709,Asiana Airlines,Deplaned,8233
201210,Alaska Airlines,Enplaned,42619
201301,Air France,Deplaned,7673
201502,United Airlines,Enplaned,591246
201906,Swiss International,Deplaned,8904
201908,United Airlines,Enplaned,1189791
201303,Philippine Airlines,Deplaned,10774
201510,Air China,Deplaned,7620
201905,Singapore Airlines,Enplaned,15179
201707,Air New Zealand,Enplaned,9000
201210,Delta Air Lines,Enplaned,135679
201306,Horizon Air,Enplaned,5583
201305,Air China,Enplaned,8620
201404,Emirates,Enplaned,9067
201507,Delta Air Lines,Thru / Transit,1081
201803,Air Pacific Limited dba Fiji Airways,Deplaned,1100
201106,Emirates,Enplaned,9931
201303,AirTran Airways,Deplaned,6613
201604,Southwest Airlines,Enplaned,140655
201702,SkyWest Airlines,Enplaned,145836
201102,JetBlue Airways,Enplaned,26166
201411,AirTran Airways,Deplaned,67
201507,Air New Zealand,Enplaned,9487
201811,China Eastern,Enplaned,9564
201212,Japan Airlines,Enplaned,5976
201308,TACA,Deplaned,7057
201411,Philippine Airlines,Deplaned,9259
201003,Mexicana Airlines,Enplaned,10380
201901,Qantas Airways,Deplaned,11146
201803,Philippine Airlines,Enplaned,10721
201809,Jazz Aviation,Deplaned,7240
201408,SkyWest Airlines,Enplaned,166505
201304,JetBlue Airways,Deplaned,43250
201505,SkyWest Airlines,Deplaned,173585
201207,LAN Peru,Deplaned,2736
201306,British Airways,Deplaned,18434
201207,United Airlines,Deplaned,146687
201210,Air Berlin,Enplaned,1487
201409,TACA,Enplaned,4479
201607,Virgin America,Enplaned,230478
201809,Air Canada,Enplaned,45510
201102,Cathay Pacific,Deplaned,16520
201604,Alaska Airlines,Deplaned,61754
201304,Cathay Pacific,Enplaned,16276
201604,Delta Air Lines,Deplaned,151892
201002,Air China,Deplaned,4574
201210,Southwest Airlines,Deplaned,136201
201705,Etihad Airways,Deplaned,2929
201309,Singapore Airlines,Deplaned,14740
201006,United Airlines,Enplaned,72750
201502,Etihad Airways,Enplaned,4609
201806,Hong Kong Airlines Limited,Enplaned,4663
201112,US Airways,Deplaned,62801
201907,Asiana Airlines,Deplaned,9464
201703,Virgin America,Deplaned,196108
201705,Aer Lingus,Deplaned,6686
201901,Aeromexico,Enplaned,12587
201802,SkyWest Airlines,Enplaned,164101
201806,Finnair,Deplaned,3012
201109,United Airlines - Pre 07/01/2013,Enplaned,566766
201410,SkyWest Airlines,Deplaned,163628
201502,Aer Lingus,Enplaned,2585
201906,"COPA Airlines, Inc.",Enplaned,8968
201908,Aer Lingus,Enplaned,8290
201504,Japan Airlines,Enplaned,5214
201804,China Eastern,Enplaned,10238
201810,French Bee,Deplaned,3639
201504,China Southern,Enplaned,1803
201406,Swiss International,Deplaned,6449
201001,Philippine Airlines,Deplaned,12267
201903,Frontier Airlines,Deplaned,12647
201001,AirTran Airways,Deplaned,7542
201611,Air France,Enplaned,9003
201710,Asiana Airlines,Deplaned,7425
201106,EVA Airways,Enplaned,13871
201206,Air Canada,Deplaned,27405
201404,EVA Airways,Enplaned,14978
201605,Frontier Airlines,Enplaned,30521
201808,Philippine Airlines,Deplaned,12788
201703,Aeromexico,Deplaned,11035
201708,Finnair,Deplaned,3558
201003,United Airlines - Pre 07/01/2013,Enplaned,524269
201102,Air France,Deplaned,6161
201110,Japan Airlines,Enplaned,5191
201502,Delta Air Lines,Thru / Transit,41
201908,Delta Air Lines,Thru / Transit,194
201207,Southwest Airlines,Thru / Transit,141
